structid	chain	unp
2DU8	B	P14920
2DU8	G	P14920
2DU8	J	P14920
2DUD	A	Q04837
2DUD	B	Q04837
2DUV	A	P24941
2DUX	A	P15121
2DUZ	A	P15121
2DV0	A	P15121
2DVJ	A	P46108
2DVV	A	P25440
2DVW	B	P43686
2DW4	A	O60341
2DW5	A	Q9UM07
2DWB	A	O14965
2DWF	A	P07988
2DWO	A	Q16875
2DWP	A	Q16875
2DWX	A	Q9UJY5
2DWX	B	Q9UJY5
2DWX	C	Q9UJY5
2DWX	D	Q9UJY5
2DWX	P	Q9UJY5
2DWX	Q	Q9UJY5
2DWY	A	Q9UJY5
2DWY	B	Q9UJY5
2DWY	C	Q9UJY5
2DWY	D	Q9UJY5
2DX1	A	Q9NR80
2DXM	A	P69905
2DXM	B	P68871
2DXM	C	P69905
2DXM	D	P68871
2DYB	A	Q15080
2DYB	B	Q15080
2DYF	A	O75400
2DYL	A	O14733
2DYN	A	Q05193
2DYN	B	Q05193
2DYP	A	P17693
2DYP	B	P61769
2DYP	C	P16104
2DYP	D	Q8N423
2DYQ	A	O95704
2DZI	A	P11441
2DZJ	A	Q9NZ01
2DZL	A	Q8IYN6
2DZM	A	Q9UNN5
2DZQ	A	Q9UHL9
2DZR	A	Q9UHL9
2E0A	A	Q16654
2E0A	B	Q16654
2E0J	A	P07998
2E0J	B	P07998
2E0L	A	P07998
2E0L	B	P07998
2E0M	A	P07998
2E0M	B	P07998
2E0O	A	P07998
2E0O	B	P07998
2E0T	A	Q9BV47
2E19	A	P37275
2E1E	A	Q14191
2E1F	A	Q14191
2E1O	A	Q03014
2E1Q	A	P47989
2E1Q	B	P47989
2E1Q	C	P47989
2E1Q	D	P47989
2E29	A	Q9BQ39
2E2B	A	P00519
2E2B	B	P00519
2E2D	A	P45452
2E2R	A	P62508
2E2W	A	P49917
2E2X	A	P21359
2E2X	B	P21359
2E30	A	Q99653
2E30	B	P19634
2E31	B	P63208
2E32	B	P63208
2E32	D	P63208
2E3H	A	P30622
2E3I	A	P30622
2E3K	A	P25440
2E3K	B	P25440
2E3K	C	P25440
2E3K	D	P25440
2E3M	A	Q9Y5P4
2E3N	A	Q9Y5P4
2E3O	A	Q9Y5P4
2E3P	A	Q9Y5P4
2E3P	B	Q9Y5P4
2E3Q	A	Q9Y5P4
2E3R	A	Q9Y5P4
2E3R	B	Q9Y5P4
2E3S	A	Q9Y5P4
2E3V	A	P13591
2E3V	B	P13591
2E3V	C	P13591
2E42	A	P17676
2E42	B	P17676
2E43	A	P17676
2E43	B	P17676
2E44	A	O00425
2E45	A	O00213
2E48	A	P14920
2E48	B	P14920
2E48	C	P14920
2E48	D	P14920
2E49	A	P14920
2E49	B	P14920
2E49	C	P14920
2E49	D	P14920
2E4A	A	P14920
2E4A	B	P14920
2E4A	C	P14920
2E4A	D	P14920
2E4H	A	P30622
2E4H	B	P68363
2E50	A	Q01105
2E50	B	Q01105
2E50	P	Q01105
2E50	Q	Q01105
2E56	A	Q9Y6Y9
2E59	A	Q9Y6Y9
2E5B	A	P43490
2E5B	B	P43490
2E5C	A	P43490
2E5C	B	P43490
2E5D	A	P43490
2E5D	B	P43490
2E5E	A	Q15109
2E5G	A	Q9H6E5
2E5H	A	Q8TBF4
2E5J	A	Q2M296
2E5K	A	Q8TF42
2E5N	A	O00472
2E5O	A	Q15650
2E5P	A	O43189
2E5Q	A	Q5T6S3
2E5R	A	Q9Y4J8
2E5S	A	Q5VZF2
2E5Z	A	Q12872
2E60	A	Q12872
2E61	A	Q9H0M4
2E63	A	Q96JN8
2E6I	A	Q08881
2E6J	A	Q4G0P3
2E6N	A	Q7KZF4
2E6O	A	O60381
2E6P	A	O75147
2E6Q	A	O75147
2E6R	A	Q9BY66
2E6S	A	Q96PU4
2E6W	A	Q9Y2W7
2E6Z	A	O00267
2E70	A	O00267
2E71	A	O14776
2E72	A	Q7Z3K3
2E73	A	P05129
2E7A	A	P01375
2E7A	B	P01375
2E7A	C	P01375
2E7B	A	Q5VST9
2E7C	A	Q14324
2E7G	A	Q8N0V3
2E7H	A	P54760
2E7K	A	Q14168
2E7M	A	Q5VV43
2E7N	A	Q15059
2E7O	A	Q9UIF8
2E82	A	P14920
2E82	B	P14920
2E82	C	P14920
2E82	D	P14920
2E88	A	P0DMV8
2E8A	A	P0DMV8
2E8D	A	P61769
2E8D	B	P61769
2E8D	C	P61769
2E8D	D	P61769
2E8J	A	Q9NP97
2E8J	B	Q9NP97
2E8M	A	Q12929
2E8N	A	P29317
2E8O	A	Q9Y3Z3
2E8P	A	P78545
2E9G	A	O75843
2E9H	A	P55010
2E9I	A	O75369
2E9J	A	O75369
2E9K	A	O94851
2E9N	A	O14757
2E9O	A	O14757
2E9P	A	O14757
2E9S	A	Q9NRW1
2E9S	B	Q9NRW1
2E9S	C	Q9NRW1
2E9U	A	O14757
2E9V	A	O14757
2E9V	B	O14757
2E9W	A	P10721
2E9W	B	P10721
2E9W	C	P21583
2E9W	D	P21583
2E9X	A	Q14691
2E9X	B	Q9Y248
2E9X	C	Q9BRX5
2E9X	D	Q9BRT9
2E9X	E	Q14691
2E9X	F	Q9Y248
2E9X	G	Q9BRX5
2E9X	H	Q9BRT9
2EA2	A	P50579
2EA4	A	P50579
2EA5	A	Q99675
2EA6	A	P78317
2EAK	A	O00182
2EAK	B	O00182
2EAK	C	O00182
2EAL	A	O00182
2EAL	B	O00182
2EAM	A	Q7Z6G8
2EAN	A	Q8WXI2
2EAO	A	P54762
2EAP	A	Q13094
2EAQ	A	Q8WWI1
2EAV	A	Q96LB8
2EAV	B	Q96LB8
2EAW	A	P11172
2EAW	B	P11172
2EAX	A	Q96LB8
2EAX	B	Q96LB8
2EAX	C	Q96LB8
2EB1	A	Q9UPY3
2EB1	B	Q9UPY3
2EB1	C	Q9UPY3
2EB2	A	P00533
2EB3	A	P00533
2EBK	A	Q9Y3V2
2EBL	A	P10589
2EBM	A	Q9H446
2EBP	A	O94885
2EBQ	A	P49790
2EBR	A	P49790
2EBT	A	Q13887
2EBU	A	P35251
2EBV	A	P49790
2EBW	A	Q9UBZ9
2EBZ	A	O14924
2EC1	A	Q9UKX7
2EC3	A	P02751
2EC4	A	Q9UNN5
2EC8	A	P10721
2EC9	H	P08709
2EC9	L	P08709
2EC9	T	P13726
2EC9	U	P13726
2ECB	A	Q9UKY1
2ECC	A	Q8IX15
2ECD	A	P42684
2ECG	A	P98170
2ECI	A	Q9Y4K3
2ECJ	A	Q9HCM9
2ECL	A	Q9UBF6
2ECN	A	Q8WVD5
2ECV	A	Q9C035
2ECY	A	Q13114
2ECZ	A	Q9BX66
2ED0	A	Q9NYB9
2ED1	A	Q9ULH1
2ED7	A	P43146
2ED8	A	P43146
2ED9	A	P43146
2EDB	A	P43146
2EDD	A	P43146
2EDE	A	P43146
2EDF	A	Q5VST9
2EDH	A	Q5VST9
2EDI	A	Q969M7
2EDJ	A	Q9HCK4
2EDK	A	Q14324
2EDL	A	Q5VST9
2EDN	A	Q14324
2EDO	A	P09326
2EDP	A	Q9ULL8
2EDQ	A	Q5VST9
2EDR	A	Q5VST9
2EDT	A	Q5VST9
2EDU	A	Q14807
2EDV	A	Q5SYB0
2EDW	A	Q5VST9
2EDX	A	P10586
2EDY	A	P10586
2EE0	A	Q9HC56
2EE1	A	Q14839
2EE2	A	Q12860
2EE3	A	Q9P218
2EE4	A	Q13017
2EE5	A	Q13017
2EE6	A	O75369
2EE7	A	Q9Y4P9
2EE9	A	O75369
2EEA	A	O75369
2EEB	A	O75369
2EEC	A	O75369
2EED	A	O75369
2EEE	A	Q9Y530
2EEF	A	Q86XI6
2EEG	A	P50479
2EEH	A	Q9H5P4
2EEI	A	Q5T2W1
2EEJ	A	Q5T2W1
2EEL	A	O60543
2EF1	A	P28907
2EF1	B	P28907
2EFI	A	Q9UBU8
2EFK	A	Q15642
2EFL	A	Q96RU3
2EGA	A	Q5TCZ1
2EGC	A	Q5TCZ1
2EGD	A	Q99584
2EGD	B	Q99584
2EGM	A	Q8WV44
2EGP	A	Q9BYJ4
2EGQ	A	Q6IB30
2EH0	A	O60333
2EH9	A	Q8NFD5
2EHE	A	Q13643
2EHO	A	Q9BRT9
2EHO	B	Q14691
2EHO	C	Q9Y248
2EHO	D	Q9BRX5
2EHO	E	Q9BRT9
2EHO	F	Q14691
2EHO	G	Q9Y248
2EHO	H	Q9BRX5
2EHO	I	Q9BRT9
2EHO	J	Q14691
2EHO	K	Q9Y248
2EHO	L	Q9BRX5
2EHR	A	Q8NI35
2EI6	A	P00742
2EI6	B	P00742
2EI7	A	P00742
2EI7	B	P00742
2EI8	A	P00742
2EI8	B	P00742
2EJ4	A	O60481
2EJ8	A	Q9UKG1
2EJ8	B	Q9UKG1
2EJM	A	Q96RQ3
2EJR	A	O60341
2EJS	A	Q9UKV5
2EJY	A	Q00013
2EJY	B	P04921
2EK1	A	Q9NTZ6
2EK1	B	Q9NTZ6
2EK1	C	Q9NTZ6
2EK1	D	Q9NTZ6
2EK1	E	Q9NTZ6
2EK1	F	Q9NTZ6
2EK1	G	Q9NTZ6
2EK1	H	Q9NTZ6
2EK6	A	Q9NTZ6
2EK6	B	Q9NTZ6
2EK6	C	Q9NTZ6
2EK6	D	Q9NTZ6
2EKF	A	Q9Y679
2EKH	A	Q5TCZ1
2EKI	A	Q9Y295
2EKJ	A	Q9P218
2EKK	A	Q7Z6Z7
2EKO	A	Q92993
2EKX	A	P51813
2EL4	A	Q14587
2EL5	A	Q14587
2EL6	A	Q14587
2EL8	A	Q9UGK3
2ELA	A	Q9UKG1
2ELA	B	Q9UKG1
2ELB	A	Q9UKG1
2ELI	A	P17252
2ELL	A	Q92688
2ELM	A	Q9P243
2ELN	A	Q9P243
2ELO	A	Q9P243
2ELP	A	Q9P243
2ELQ	A	Q9P243
2ELR	A	Q9P243
2ELS	A	Q9P243
2ELT	A	Q9P243
2ELU	A	Q9P243
2ELV	A	Q9P243
2ELY	A	Q9NZL3
2ELZ	A	Q9NZL3
2EM0	A	Q9NZL3
2EM1	A	Q14587
2EM2	A	Q8NHY6
2EM3	A	Q8NHY6
2EM4	A	Q8NHY6
2EM5	A	Q9Y2L8
2EM6	A	Q9NZL3
2EM7	A	Q9NZL3
2EM8	A	Q9NZL3
2EM9	A	Q9NZL3
2EMA	A	Q96SE7
2EMB	A	Q8WTR7
2EMC	A	Q8WTR7
2EME	A	Q8WTR7
2EMF	A	Q5JVG2
2EMG	A	Q5JVG2
2EMH	A	Q5JVG2
2EMI	A	Q5JVG2
2EMJ	A	Q8NHY6
2EMK	A	Q8NHY6
2EML	A	Q8NHY6
2EMM	A	Q9Y2L8
2EMP	A	Q96SE7
2EMV	A	Q14587
2EMW	A	Q14587
2EMX	A	Q14587
2EMY	A	Q14587
2EMZ	A	Q9Y2L8
2EN0	A	Q14587
2EN1	A	Q9NZL3
2EN2	A	P41182
2EN3	A	Q9Y2L8
2EN4	A	Q96SE7
2EN6	A	Q14587
2EN7	A	Q14587
2EN8	A	Q9NZL3
2EN9	A	Q8NHY6
2ENA	A	Q9NZL3
2ENC	A	Q9NZL3
2ENE	A	Q96SE7
2ENF	A	Q96SE7
2ENH	A	Q8NHY6
2ENJ	A	Q04759
2ENK	A	Q6PML9
2ENN	A	Q04759
2ENO	A	P57105
2ENP	A	Q9BSW7
2ENQ	A	P42336
2ENS	A	Q15109
2ENT	A	Q9UIH9
2ENV	A	Q03181
2ENY	A	Q5VST9
2ENZ	A	Q04759
2EO1	A	Q5VST9
2EO3	A	P46109
2EO9	A	Q9Y6N7
2EOC	A	Q9Y6F1
2EOD	A	Q9BUZ4
2EOE	A	Q96SE7
2EOF	A	Q14587
2EOG	A	Q14587
2EOH	A	Q8NHY6
2EOI	A	Q14587
2EOJ	A	Q14587
2EOK	A	Q14587
2EOL	A	Q14587
2EOM	A	Q9Y2L8
2EON	A	Q9Y2L8
2EOO	A	Q9Y2L8
2EOP	A	Q14587
2EOQ	A	Q9NZL3
2EOR	A	Q9NZL3
2EOS	A	P41182
2EOT	A	P51671
2EOU	A	Q8WTR7
2EOV	A	Q5JVG2
2EOW	A	Q96SE7
2EOX	A	Q8WTR7
2EOY	A	Q8WTR7
2EOZ	A	Q8WTR7
2EP0	A	Q8NHY6
2EP1	A	Q5JVG2
2EP2	A	Q5JVG2
2EP3	A	Q5JVG2
2EP4	A	Q9Y225
2EP6	A	Q6DN12
2EP8	A	O00541
2EPA	A	Q13118
2EPB	A	Q8TD26
2EPC	A	P17041
2EPD	A	P98171
2EPP	A	Q9HBE1
2EPQ	A	Q9HBE1
2EPR	A	Q9HBE1
2EPS	A	Q9HBE1
2EPT	A	P17041
2EPU	A	P17041
2EPV	A	Q14587
2EPW	A	Q14587
2EPX	A	Q8NHY6
2EPY	A	Q14587
2EPZ	A	Q8NHY6
2EQ0	A	Q96SE7
2EQ1	A	Q96SE7
2EQ2	A	Q96SE7
2EQ3	A	Q96SE7
2EQ4	A	Q9NZL3
2EQE	A	P21580
2EQF	A	P21580
2EQG	A	P21580
2EQK	A	Q9BXT8
2EQM	A	A8MW92
2EQN	A	Q96HR8
2EQO	A	Q8TDR0
2EQP	A	Q9NP84
2EQR	A	O75376
2EQS	A	Q14562
2EQU	A	A8MW92
2EQW	A	Q5JVG2
2EQX	A	Q9NVX7
2EQZ	A	O15347
2ERF	A	P07996
2ERJ	A	P01589
2ERJ	B	P14784
2ERJ	C	P31785
2ERJ	D	P60568
2ERJ	E	P01589
2ERJ	F	P14784
2ERJ	G	P31785
2ERJ	H	P60568
2ERM	A	P05230
2ERR	A	Q9NWB1
2ERS	A	Q13261
2ERX	A	Q96HU8
2ERX	B	Q96HU8
2ERY	A	P62070
2ERY	B	P62070
2ES0	A	P49758
2ES3	A	P07996
2ES3	B	P07996
2ESB	A	Q8NEJ0
2ESG	C	P02768
2ESK	A	P62837
2ESM	A	Q13464
2ESM	B	Q13464
2ESO	A	P62837
2ESP	A	P62837
2ESQ	A	P62837
2ETK	A	Q13464
2ETK	B	Q13464
2ETL	A	P09936
2ETL	B	P09936
2ETM	A	Q05397
2ETM	B	Q05397
2ETR	A	Q13464
2ETR	B	Q13464
2ETT	A	Q96L94
2ETX	A	Q14676
2ETX	B	Q14676
2EU2	A	P00918
2EU3	A	P00918
2EU9	A	P49761
2EUF	B	Q00534
2EUK	A	Q9NZD2
2EUM	A	Q9NZD2
2EV8	A	Q00013
2EVA	A	O43318
2EVD	A	Q9NZD2
2EVL	A	Q9NZD2
2EVS	A	Q9NZD2
2EVS	E	Q9NZD2
2EVT	A	Q9NZD2
2EVW	X	P01112
2EVZ	A	P26599
2EW1	A	Q15771
2EW3	A	Q99963
2EW9	A	P35670
2EWP	A	P62508
2EWP	B	P62508
2EWP	C	P62508
2EWP	D	P62508
2EWP	E	P62508
2EWY	A	Q9Y5Z0
2EWY	B	Q9Y5Z0
2EWY	C	Q9Y5Z0
2EWY	D	Q9Y5Z0
2EX4	A	Q9BV86
2EX4	B	Q9BV86
2EXC	X	P53779
2EXE	A	P49761
2EXG	A	P55196
2EXM	A	P24941
2EXX	A	Q9HBL8
2EXX	B	Q9HBL8
2EYI	A	P12814
2EYN	A	P12814
2EYV	A	P46108
2EYW	A	P46108
2EYX	A	P46108
2EYY	A	P46108
2EYZ	A	P46108
2EZ7	A	P00918
2EZD	A	P17096
2EZE	A	P17096
2EZF	A	P17096
2EZG	A	P17096
2EZX	A	O75531
2EZX	B	O75531
2EZY	A	O75531
2EZY	B	O75531
2EZZ	A	O75531
2EZZ	B	O75531
2F0R	A	Q99816
2F0R	B	Q99816
2F0X	A	Q9NPJ3
2F0X	B	Q9NPJ3
2F0X	C	Q9NPJ3
2F0X	D	Q9NPJ3
2F0X	E	Q9NPJ3
2F0X	F	Q9NPJ3
2F0X	G	Q9NPJ3
2F0X	H	Q9NPJ3
2F0Y	A	P49354
2F0Y	B	P49356
2F0Z	A	Q9Y3R4
2F10	A	Q9Y3R4
2F11	A	Q9Y3R4
2F12	A	Q9Y3R4
2F13	A	Q9Y3R4
2F14	A	P00918
2F15	A	O43741
2F1G	A	P25774
2F1G	B	P25774
2F1O	A	P15559
2F1O	B	P15559
2F1O	C	P15559
2F1O	D	P15559
2F1O	E	P15559
2F1O	F	P15559
2F1O	G	P15559
2F1O	H	P15559
2F1W	A	Q93009
2F1X	A	Q93009
2F1X	B	Q93009
2F1Y	A	Q93009
2F1Z	A	Q93009
2F1Z	B	Q93009
2F21	A	Q13526
2F24	A	Q9Y3R4
2F25	A	Q9Y3R4
2F25	B	Q9Y3R4
2F26	A	Q9Y3R4
2F27	A	Q9Y3R4
2F27	B	Q9Y3R4
2F28	A	Q9Y3R4
2F29	A	Q9Y3R4
2F29	B	Q9Y3R4
2F2C	B	Q00534
2F2D	A	Q14318
2F2K	A	P15121
2F2S	A	P24752
2F2S	B	P24752
2F2S	C	P24752
2F2S	D	P24752
2F37	A	Q9Y5S1
2F37	B	Q9Y5S1
2F38	A	P42330
2F3E	A	P56817
2F3E	B	P56817
2F3E	C	P56817
2F3F	A	P56817
2F3F	B	P56817
2F3F	C	P56817
2F3I	A	P52434
2F3M	A	P09488
2F3M	B	P09488
2F3M	C	P09488
2F3M	D	P09488
2F3M	E	P09488
2F3M	F	P09488
2F3Y	A	P62158
2F3Z	A	P62158
2F3Z	B	Q13936
2F4B	A	P37231
2F4B	B	P37231
2F4J	A	P00519
2F4W	A	Q8N2K1
2F4W	B	Q8N2K1
2F57	A	Q9P286
2F57	B	Q9P286
2F5H	A	P25713
2F5I	A	P21673
2F5I	B	P21673
2F5J	A	Q9UBU8
2F5J	B	Q9UBU8
2F5K	A	Q9UBU8
2F5K	B	Q9UBU8
2F5K	C	Q9UBU8
2F5K	D	Q9UBU8
2F5K	E	Q9UBU8
2F5K	F	Q9UBU8
2F5Y	A	P49796
2F5Y	B	P49796
2F5Z	A	P09622
2F5Z	B	P09622
2F5Z	C	P09622
2F5Z	D	P09622
2F5Z	E	P09622
2F5Z	F	P09622
2F5Z	G	P09622
2F5Z	H	P09622
2F5Z	I	P09622
2F5Z	J	P09622
2F5Z	K	O00330
2F5Z	L	O00330
2F5Z	M	O00330
2F5Z	N	O00330
2F5Z	O	O00330
2F60	K	O00330
2F61	A	P04062
2F61	B	P04062
2F69	A	Q8WTS6
2F69	B	Q12962
2F6F	A	P18031
2F6J	A	Q12830
2F6J	B	Q12830
2F6J	C	Q12830
2F6N	A	Q12830
2F6N	B	Q12830
2F6Q	A	O75521
2F6Q	B	O75521
2F6Q	C	O75521
2F6T	A	P18031
2F6V	A	P18031
2F6W	A	P18031
2F6Y	A	P18031
2F6Z	A	P18031
2F70	A	P18031
2F71	A	P18031
2F73	A	P07148
2F73	B	P07148
2F73	C	P07148
2F73	D	P07148
2F73	E	P07148
2F73	F	P07148
2F73	G	P07148
2F73	H	P07148
2F74	B	P61769
2F74	E	P61769
2F7E	I	P61925
2F7I	A	P02766
2F7I	B	P02766
2F7K	A	O00764
2F7K	B	O00764
2F7M	F	P14324
2F7S	A	O00194
2F7S	B	O00194
2F83	A	P03951
2F89	F	P14324
2F8A	A	P07203
2F8A	B	P07203
2F8C	F	P14324
2F8I	A	P02766
2F8I	B	P02766
2F8N	G	O75367
2F8O	A	P61769
2F8O	B	P61769
2F8V	A	Q8WZ42
2F8V	B	Q8WZ42
2F8V	C	Q8WZ42
2F8V	D	Q8WZ42
2F8V	T	O15273
2F8V	Y	O15273
2F8X	C	Q06330
2F8X	K	P46531
2F8X	M	Q92585
2F8Y	A	P46531
2F8Y	B	P46531
2F8Z	F	P14324
2F90	A	P07738
2F90	B	P07738
2F92	F	P14324
2F94	F	P14324
2F9B	H	P08709
2F9B	L	P08709
2F9B	T	P13726
2F9D	A	Q9Y3B4
2F9D	B	Q9Y3B4
2F9D	P	O75533
2F9D	Q	O75533
2F9J	A	Q9Y3B4
2F9J	B	Q9Y3B4
2F9J	P	O75533
2F9J	Q	O75533
2F9K	F	P14324
2F9L	A	Q15907
2F9M	A	Q15907
2F9N	A	Q15661
2F9N	B	Q15661
2F9N	C	Q15661
2F9N	D	Q15661
2F9O	A	Q15661
2F9O	B	Q15661
2F9O	C	Q15661
2F9O	D	Q15661
2F9P	A	Q15661
2F9P	B	Q15661
2F9P	C	Q15661
2F9P	D	Q15661
2F9Q	A	P10635
2F9Q	B	P10635
2F9Q	C	P10635
2F9Q	D	P10635
2FAI	A	P03372
2FAI	B	P03372
2FAI	C	Q15596
2FAI	D	Q15596
2FAP	A	P62942
2FAP	B	P42345
2FAU	A	O75436
2FB8	A	P15056
2FB8	B	P15056
2FBE	A	A6NLU0
2FBE	B	A6NLU0
2FBE	C	A6NLU0
2FBE	D	A6NLU0
2FBM	A	Q9Y6F8
2FBM	B	Q9Y6F8
2FBM	C	Q9Y6F8
2FBR	A	P02766
2FBR	B	P02766
2FBS	N	P49913
2FBT	A	Q14191
2FBU	H	P49913
2FBV	A	Q14191
2FBX	A	Q14191
2FBY	A	Q14191
2FC0	A	Q14191
2FC6	A	Q96GM8
2FC7	A	Q8IYH5
2FC8	A	P19338
2FC9	A	P19338
2FCB	A	P31994
2FCF	A	O75970
2FCG	F	P49913
2FCW	A	P30533
2FCW	B	P01130
2FD6	A	P00749
2FD6	U	Q03405
2FDA	A	P03951
2FDB	M	P55075
2FDB	N	P55075
2FDB	P	P21802
2FDB	R	P21802
2FDP	A	P56817
2FDP	B	P56817
2FDP	C	P56817
2FDU	A	P11509
2FDU	B	P11509
2FDU	C	P11509
2FDU	D	P11509
2FDV	A	P11509
2FDV	B	P11509
2FDV	C	P11509
2FDV	D	P11509
2FDW	A	P11509
2FDW	B	P11509
2FDW	C	P11509
2FDW	D	P11509
2FDY	A	P11509
2FDY	B	P11509
2FDY	C	P11509
2FDY	D	P11509
2FE4	A	Q9NRW1
2FE5	A	Q92796
2FEB	A	P08519
2FEI	A	Q9Y5K6
2FEJ	A	P04637
2FEQ	H	P00734
2FEQ	L	P00734
2FES	H	P00734
2FES	L	P00734
2FF3	A	P06396
2FF3	C	O00401
2FF6	G	P06396
2FFD	A	P02671
2FFD	B	P02675
2FFD	C	P02679
2FFD	D	P02671
2FFD	E	P02675
2FFD	F	P02679
2FFQ	A	Q9NRW1
2FFU	A	Q10471
2FFV	A	Q10471
2FFV	B	Q10471
2FFW	A	O15344
2FFX	J	P02792
2FG4	A	P02792
2FG5	A	Q13636
2FG8	A	P02792
2FG8	B	P02792
2FG8	C	P02792
2FG8	D	P02792
2FG8	E	P02792
2FG8	F	P02792
2FG8	G	P02792
2FG8	H	P02792
2FGB	A	P42330
2FGF	A	P09038
2FGI	A	P11362
2FGI	B	P11362
2FH1	A	P06396
2FH1	B	P06396
2FH1	C	P06396
2FH2	A	P06396
2FH2	B	P06396
2FH2	C	P06396
2FH3	A	P06396
2FH3	B	P06396
2FH3	C	P06396
2FH4	A	P06396
2FH4	B	P06396
2FH4	C	P06396
2FH5	A	P08240
2FH7	A	Q13332
2FHA	A	P02794
2FHI	A	P49789
2FHO	B	Q9Y3B4
2FHW	A	Q8WXF3
2FHW	B	Q8WXF3
2FHY	A	P09467
2FHY	D	P09467
2FHY	H	P09467
2FHY	L	P09467
2FI2	A	P28698
2FI2	B	P28698
2FIB	A	P02679
2FIC	A	O00499
2FIC	B	O00499
2FIE	A	P09467
2FIE	D	P09467
2FIE	H	P09467
2FIE	L	P09467
2FIM	A	O00294
2FIM	B	O00294
2FIR	H	P08709
2FIR	L	P08709
2FIR	T	P13726
2FIT	A	P49789
2FIX	A	P09467
2FIX	D	P09467
2FIX	H	P09467
2FIX	L	P09467
2FJ4	A	P25713
2FJ5	A	P25713
2FJ9	A	P07108
2FJG	V	P15692
2FJG	W	P15692
2FJH	V	P15692
2FJH	W	P15692
2FJM	A	P18031
2FJM	B	P18031
2FJN	A	P18031
2FJN	B	P18031
2FJP	A	P27487
2FJP	B	P27487
2FJU	A	P63000
2FJU	B	Q00722
2FJZ	A	P05067
2FK1	A	P05067
2FK2	A	P05067
2FK9	A	P24723
2FKE	A	P62942
2FKL	A	P05067
2FKL	B	P05067
2FKY	A	P52732
2FKY	B	P52732
2FL2	A	P52732
2FL2	B	P52732
2FL6	A	P52732
2FL6	B	P52732
2FLB	H	P08709
2FLB	L	P08709
2FLB	T	P13726
2FLL	A	Q9UNA4
2FLM	A	P02766
2FLM	B	P02766
2FLN	A	Q9UNA4
2FLP	A	Q9UNA4
2FLR	H	P08709
2FLR	L	P08709
2FLS	A	Q9NS18
2FLU	P	Q16236
2FLU	X	Q14145
2FLY	A	P35318
2FM0	A	Q08499
2FM0	B	Q08499
2FM0	C	Q08499
2FM0	D	Q08499
2FM5	A	Q08499
2FM5	B	Q08499
2FM5	C	Q08499
2FM5	D	Q08499
2FMA	A	P05067
2FME	A	P52732
2FME	B	P52732
2FMG	A	P00918
2FMM	A	P83916
2FMM	B	P83916
2FMM	C	P83916
2FMM	D	P83916
2FMM	E	Q7Z589
2FMP	A	P06746
2FMQ	A	P06746
2FMR	A	Q06787
2FMS	A	P06746
2FMZ	A	P00918
2FN2	A	P02751
2FN4	A	P10301
2FNB	A	P02751
2FNE	A	O75970
2FNE	B	O75970
2FNE	C	O75970
2FNK	A	P00918
2FNM	A	P00918
2FNN	A	P00918
2FO0	A	P00519
2FOJ	A	Q93009
2FOJ	B	P04637
2FOL	A	P62820
2FOO	A	Q93009
2FOO	B	P04637
2FOP	A	Q93009
2FOP	B	Q00987
2FOQ	A	P00918
2FOS	A	P00918
2FOT	C	Q13813
2FOU	A	P00918
2FOV	A	P00918
2FOY	A	P00915
2FOY	B	P00915
2FOZ	A	Q9NX46
2FP0	A	Q9NX46
2FP0	B	Q9NX46
2FPT	A	Q02127
2FPV	A	Q02127
2FPY	A	Q02127
2FQ9	A	P25774
2FQ9	B	P25774
2FQI	A	Q02127
2FQQ	A	P29466
2FQQ	B	P29466
2FR3	A	P29373
2FRA	A	P25774
2FRA	B	P25774
2FRG	P	Q86YW5
2FRS	A	P29373
2FRS	B	P29373
2FRW	A	O43639
2FRY	A	O43639
2FS4	A	P00797
2FS4	B	P00797
2FS6	A	P29373
2FS6	B	P29373
2FS7	A	P29373
2FS7	B	P29373
2FSA	A	Q12830
2FSA	B	Q12830
2FSA	C	Q12830
2FSE	A	P01903
2FSE	B	P04229
2FSE	C	P01903
2FSE	D	P04229
2FSE	E	P02458
2FSE	F	P02458
2FSL	X	Q16539
2FSM	X	Q16539
2FSO	X	Q16539
2FST	X	Q16539
2FSZ	A	Q92731
2FSZ	B	Q92731
2FTU	A	P30533
2FU5	A	P47224
2FU5	B	P47224
2FUC	A	Q92871
2FUD	A	P25774
2FUD	B	P25774
2FUE	A	Q92871
2FUH	A	P61077
2FUH	B	P0CG48
2FUI	A	Q12830
2FUN	B	Q14790
2FUN	D	Q14790
2FUU	A	Q12830
2FV2	A	Q92600
2FV2	B	Q92600
2FV2	C	Q92600
2FV2	D	Q92600
2FV5	A	P78536
2FV5	B	P78536
2FV7	A	Q9H477
2FV7	B	Q9H477
2FV8	A	P62745
2FV9	A	P78536
2FV9	B	P78536
2FVD	A	P24941
2FVJ	A	P37231
2FVJ	B	Q15788
2FVL	A	P17516
2FVL	B	P17516
2FVL	C	P17516
2FVV	A	O95989
2FVZ	A	O14732
2FVZ	B	O14732
2FVZ	C	O14732
2FVZ	D	O14732
2FW2	A	Q9Y6F7
2FW2	B	Q9Y6F7
2FW2	C	Q9Y6F7
2FW2	D	Q9Y6F7
2FW2	E	Q9Y6F7
2FW2	F	Q9Y6F7
2FW4	A	P00915
2FW4	B	P00915
2FWY	A	P07900
2FWZ	A	P07900
2FXF	A	P21673
2FXF	B	P21673
2FXK	A	O75367
2FXK	B	O75367
2FY1	A	P0DJD3
2FY2	A	P28329
