modelid	unp
ENSP00000262679_2	O43847
ENSP00000274361_1	Q8N7Z5
ENSP00000262327_2	P49916
ENSP00000306228_2	O00182
ENSP00000442729_1	Q96M20
ENSP00000441661_2	P47736
ENSP00000406022_3	O95185
ENSP00000384183_1	Q8WTX7
ENSP00000373518_2	Q96PH1
ENSP00000291440_3	Q8IZJ3
ENSP00000267023_4	Q9BQ15
ENSP00000298585_4	Q96E35
ENSP00000239450_1	Q9Y5F1
ENSP00000310943_5	Q8NHY2
ENSP00000362372_15	Q6RI45
ENSP00000319281_2	P80723
ENSP00000240093_4	Q9NPG1
ENSP00000331774_3	Q8NH02
ENSP00000360265_1	P54886
ENSP00000320302_4	Q8NGI8
ENSP00000307821_2	Q8N9I5
ENSP00000377569_5	Q9UKJ1
ENSP00000375057_2	P56559
ENSP00000355010_8	Q8N6C5
ENSP00000420315_3	Q9BV23
ENSP00000378719_8	Q86UP2
ENSP00000362871_1	O15264
ENSP00000305631_1	Q96CM4
ENSP00000311665_5	Q9BRP4
ENSP00000349877_4	Q9HD20
ENSP00000321563_2	Q96HJ3
ENSP00000440451_2	P0C7V5
ENSP00000355982_6	Q8NB59
ENSP00000382083_2	Q9BXS0
ENSP00000234160_1	Q9H8Y8
ENSP00000357307_4	Q9BT88
ENSP00000470725_5	Q9UHX3
ENSP00000429482_3	Q9H788
ENSP00000436269_8	Q96FS4
ENSP00000255432_6	Q9HBX8
ENSP00000390600_4	Q9Y5Y9
ENSP00000392945_2	Q8NFV4
ENSP00000429912_1	Q15025
ENSP00000420558_4	Q9UJF2
ENSP00000268756_5	Q96QT6
ENSP00000339090_6	Q9Y388
ENSP00000318147_1	Q9BZQ6
ENSP00000392936_8	A6NLU0
ENSP00000260363_1	Q02241
ENSP00000337555_1	Q8NEK5
ENSP00000348081_2	Q96AX9
ENSP00000263563_1	Q9ULE6
ENSP00000301732_1	Q99758
ENSP00000360689_10	Q9H2K2
ENSP00000257897_3	Q99490
ENSP00000312834_4	Q9HAP2
ENSP00000251921_1	Q8N323
ENSP00000437538_2	Q8IX04
ENSP00000404092_6	Q96SB8
ENSP00000430001_1	A8MQ27
ENSP00000305926_12	Q8TE49
ENSP00000366453_7	Q9UDY2
ENSP00000377630_1	Q9H0B6
ENSP00000385254_2	Q969R2
ENSP00000319992_1	P17152
ENSP00000386594_1	Q8IYB7
ENSP00000246747_2	P36404
ENSP00000371221_2	Q9Y217
ENSP00000443439_1	Q9UPI3
ENSP00000429556_3	Q9Y4B5
ENSP00000323889_8	Q14258
ENSP00000246024_1	Q9H1E5
ENSP00000354152_1	Q2M296
ENSP00000438264_4	A6NDA9
ENSP00000236693_2	Q9BWP8
ENSP00000342210_5	Q9UGM3
ENSP00000392484_6	Q9Y2I1
ENSP00000312342_2	Q30201
ENSP00000297518_1	Q00535
ENSP00000344798_1	P07949
ENSP00000330898_1	Q9GZM3
ENSP00000348271_1	Q9UMR2
ENSP00000231706_4	Q8TBB6
ENSP00000387222_3	O95876
ENSP00000418799_1	A6NHL2
ENSP00000411221_7	P20936
ENSP00000375234_2	Q9BYQ8
ENSP00000407487_9	Q9H3U1
ENSP00000356774_6	Q8N157
ENSP00000350295_4	Q0VGE8
ENSP00000349918_2	P48960
ENSP00000319788_1	P15559
ENSP00000347712_1	Q8NCU7
ENSP00000344259_1	P68036
ENSP00000369636_1	Q5TGL8
ENSP00000370023_4	P40939
ENSP00000318195_1	P19338
ENSP00000264381_2	P06276
ENSP00000450842_2	Q3MIR4
ENSP00000378286_3	Q9H5J0
ENSP00000399668_2	P0CV99
ENSP00000378011_3	O00522
ENSP00000385467_2	C9J442
ENSP00000370748_2	Q13907
ENSP00000387080_1	Q49MI3
ENSP00000338807_8	Q6ZSB9
ENSP00000326699_3	O14967
ENSP00000257979_2	P30301
ENSP00000295049_1	Q52LD8
ENSP00000244227_1	Q8WVK2
ENSP00000345464_6	Q6VVB1
ENSP00000426797_3	Q08043
ENSP00000389140_5	P43146
ENSP00000369001_3	Q9UBN4
ENSP00000388001_1	P00973
ENSP00000386379_1	Q569K4
ENSP00000260777_5	A0MZ66
ENSP00000250535_1	Q16878
ENSP00000377500_8	Q86SQ0
ENSP00000232165_4	Q05086
ENSP00000365311_2	O60829
ENSP00000456242_3	Q6DHV7
ENSP00000313967_1	P02746
ENSP00000385453_4	Q8IU80
ENSP00000367154_2	Q15404
ENSP00000301788_1	P62487
ENSP00000349437_1	P11717
ENSP00000348888_4	P01833
ENSP00000380071_3	Q6NT04
ENSP00000322617_2	Q8WXA8
ENSP00000318259_1	Q676U5
ENSP00000343062_5	Q6IF00
ENSP00000456799_3	Q6ZN54
ENSP00000384887_3	Q7Z692
ENSP00000311684_11	Q15772
ENSP00000299481_5	Q86W24
ENSP00000262585_6	A2RUS2
ENSP00000209540_3	O60431
ENSP00000337014_4	Q6ZVN8
ENSP00000368576_4	Q86XP1
ENSP00000435705_1	Q6P1R3
ENSP00000368715_1	P35030
ENSP00000409131_5	Q9NYS7
ENSP00000321625_1	A9UHW6
ENSP00000440080_3	Q6PEZ8
ENSP00000264711_2	Q9NZQ0
ENSP00000383920_2	Q76L83
ENSP00000378040_1	Q92934
ENSP00000277817_8	Q5GLZ8
ENSP00000363748_3	P28221
ENSP00000446466_1	P04626
ENSP00000352039_3	Q7RTR2
ENSP00000434399_1	E9PQR5
ENSP00000364697_3	P22891
ENSP00000304139_6	O75526
ENSP00000377700_5	Q9NUY8
ENSP00000305207_1	Q9P1Q5
ENSP00000314444_5	Q9P2L0
ENSP00000369887_2	Q9NWH9
ENSP00000244571_3	Q5JTZ9
ENSP00000267215_1	Q9NSV4
ENSP00000428559_3	Q13239
ENSP00000332265_15	O75179
ENSP00000303522_1	P25103
ENSP00000390944_1	P09417
ENSP00000404023_5	P31483
ENSP00000432595_1	Q16560
ENSP00000273450_5	O75891
ENSP00000321544_10	O94819
ENSP00000437081_1	P10242
ENSP00000320295_1	Q13509
ENSP00000348163_4	P13797
ENSP00000384433_8	Q5T7B8
ENSP00000331983_5	Q5VZK9
ENSP00000420354_3	Q5SGD2
ENSP00000446426_1	O43148
ENSP00000456743_4	Q8N4N3
ENSP00000391167_1	Q7Z401
ENSP00000379396_2	Q8IVL1
ENSP00000439956_2	Q96J87
ENSP00000284049_3	O14646
ENSP00000328829_1	Q96KR4
ENSP00000341818_2	Q5T1H1
ENSP00000302310_1	Q96N95
ENSP00000431846_2	P61019
ENSP00000371859_2	Q9NRL2
ENSP00000333837_2	P52815
ENSP00000376934_6	Q14687
ENSP00000367356_2	Q5VUB5
ENSP00000267015_1	Q9NQS5
ENSP00000468196_2	P59045
ENSP00000280772_16	Q12955
ENSP00000363868_7	O95477
ENSP00000442729_2	Q96M20
ENSP00000466967_7	Q9NXH9
ENSP00000306228_3	O00182
ENSP00000362018_2	Q92674
ENSP00000367787_1	P49916
ENSP00000160373_12	Q8WZ74
ENSP00000406022_4	O95185
ENSP00000354947_1	P47755
ENSP00000373518_3	Q96PH1
ENSP00000267023_5	Q9BQ15
ENSP00000309555_9	P51610
ENSP00000384183_2	Q8WTX7
ENSP00000307801_2	Q8TCW7
ENSP00000318415_1	Q96E39
ENSP00000319281_3	P80723
ENSP00000298352_1	Q9NPG2
ENSP00000291440_4	Q8IZJ3
ENSP00000310943_6	Q8NHY2
ENSP00000239450_2	Q9Y5F1
ENSP00000352604_1	Q8NH03
ENSP00000362372_16	Q6RI45
ENSP00000467556_1	Q9UKJ3
ENSP00000320302_5	Q8NGI8
ENSP00000375057_3	P56559
ENSP00000433455_1	Q6UWY5
ENSP00000307821_3	Q8N9I5
ENSP00000249364_1	O43852
ENSP00000355010_9	Q8N6C5
ENSP00000274361_2	Q8N7Z5
ENSP00000420315_4	Q9BV23
ENSP00000362871_2	O15264
ENSP00000330240_1	Q96HJ3
ENSP00000438124_1	Q9BRP4
ENSP00000440451_3	P0C7V5
ENSP00000367604_1	Q9HD23
ENSP00000360265_2	P54886
ENSP00000382083_3	Q9BXS0
ENSP00000305631_2	Q96CM4
ENSP00000378719_9	Q86UP2
ENSP00000355986_1	Q8NB59
ENSP00000429482_4	Q9H788
ENSP00000469277_1	Q9UHX3
ENSP00000357307_5	Q9BT88
ENSP00000378579_1	Q8NFV4
ENSP00000390600_5	Q9Y5Y9
ENSP00000436269_9	Q96FS4
ENSP00000234160_2	Q9H8Y8
ENSP00000420558_5	Q9UJF2
ENSP00000268756_6	Q96QT6
ENSP00000429912_2	Q15025
ENSP00000255432_7	Q9HBX8
ENSP00000392936_9	A6NLU0
ENSP00000339090_7	Q9Y388
ENSP00000348081_3	Q96AX9
ENSP00000257897_4	Q99490
ENSP00000360689_11	Q9H2K2
ENSP00000312834_5	Q9HAP2
ENSP00000263563_2	Q9ULE6
ENSP00000437538_3	Q8IX04
ENSP00000337555_2	Q8NEK5
ENSP00000430001_2	A8MQ27
ENSP00000309504_1	Q8TE54
ENSP00000404092_7	Q96SB8
ENSP00000251921_2	Q8N323
ENSP00000366453_8	Q9UDY2
ENSP00000301732_2	Q99758
ENSP00000318147_2	Q9BZQ6
ENSP00000353990_3	O43497
ENSP00000385254_3	Q969R2
ENSP00000386594_2	Q8IYB7
ENSP00000359539_1	P17174
ENSP00000246747_3	P36404
ENSP00000260363_2	Q02241
ENSP00000377630_2	Q9H0B6
ENSP00000340137_1	Q9UPM6
ENSP00000323889_9	Q14258
ENSP00000438264_5	A6NDA9
ENSP00000371221_3	Q9Y217
ENSP00000236693_3	Q9BWP8
ENSP00000417404_1	Q30201
ENSP00000392484_7	Q9Y2I1
ENSP00000246024_2	Q9H1E5
ENSP00000354152_2	Q2M296
ENSP00000348271_2	Q9UMR2
ENSP00000360688_1	O95881
ENSP00000419782_1	Q00535
ENSP00000350295_5	Q0VGE8
ENSP00000418799_2	A6NHL2
ENSP00000411221_8	P20936
ENSP00000375234_3	Q9BYQ8
ENSP00000231706_5	Q8TBB6
ENSP00000361499_1	Q9GZM5
ENSP00000349918_3	P48960
ENSP00000344798_2	P07949
ENSP00000356774_7	Q8N157
ENSP00000407487_10	Q9H3U1
ENSP00000369636_2	Q5TGL8
ENSP00000450842_3	Q3MIR4
ENSP00000429556_4	Q9Y4B5
ENSP00000347712_2	Q8NCU7
ENSP00000342210_6	Q9UGM3
ENSP00000319788_2	P15559
ENSP00000378286_4	Q9H5J0
ENSP00000387080_2	Q49MI3
ENSP00000417035_1	C9J6K1
ENSP00000318195_2	P19338
ENSP00000264381_3	P06276
ENSP00000344259_2	P68036
ENSP00000338807_9	Q6ZSB9
ENSP00000341092_1	Q13936
ENSP00000303706_1	P30304
ENSP00000378011_4	O00522
ENSP00000382777_1	Q52LG2
ENSP00000345464_7	Q6VVB1
ENSP00000386379_2	Q569K4
ENSP00000426797_4	Q08043
ENSP00000389140_6	P43146
ENSP00000369001_4	Q9UBN4
ENSP00000244227_2	Q8WVK2
ENSP00000347532_1	A0MZ66
ENSP00000451962_1	O60831
ENSP00000311399_1	O14972
ENSP00000385453_5	Q8IU80
ENSP00000456242_4	Q6DHV7
ENSP00000311648_1	Q16880
ENSP00000367154_3	Q15404
ENSP00000405405_1	Q86SQ0
ENSP00000456799_4	Q6ZN54
ENSP00000386209_1	Q6IF42
ENSP00000380071_4	Q6NT04
ENSP00000287721_1	P0CW00
ENSP00000232165_5	Q05086
ENSP00000072869_1	Q7Z695
ENSP00000261890_1	P62491
ENSP00000322617_3	Q8WXA8
ENSP00000313967_2	P02746
ENSP00000348888_5	P01833
ENSP00000262585_7	A2RUS2
ENSP00000209540_4	O60431
ENSP00000350495_1	Q6ZVN8
ENSP00000368576_5	Q86XP1
ENSP00000401828_1	P35030
ENSP00000303515_1	Q6P1R4
ENSP00000299481_6	Q86W24
ENSP00000444431_1	Q9NYS7
ENSP00000264711_3	Q9NZQ0
ENSP00000296695_1	P00995
ENSP00000311684_12	Q15772
ENSP00000462459_1	A9UHW6
ENSP00000314444_6	Q9P2L0
ENSP00000440080_4	Q6PEZ8
ENSP00000307684_1	O75528
ENSP00000343717_1	Q9NUZ1
ENSP00000364697_4	P22891
ENSP00000358963_1	P28222
ENSP00000305207_2	Q9P1Q5
ENSP00000389111_1	F2Z333
ENSP00000352039_4	Q7RTR2
ENSP00000277817_9	Q5GLZ8
ENSP00000428559_4	Q13239
ENSP00000383920_3	Q76L83
ENSP00000349437_2	P11717
ENSP00000363398_1	Q92935
ENSP00000318259_2	Q676U5
ENSP00000413751_1	P31483
ENSP00000384678_1	P09429
ENSP00000432595_2	Q16560
ENSP00000360560_1	Q5JU00
ENSP00000321544_11	O94819
ENSP00000369887_3	Q9NWH9
ENSP00000348163_5	P13797
ENSP00000386448_1	P25103
ENSP00000332265_16	O75179
ENSP00000417659_1	Q5SGD2
ENSP00000456743_5	Q8N4N3
ENSP00000273450_6	O75891
ENSP00000439956_3	Q96J87
ENSP00000384433_9	Q5T7B8
ENSP00000320295_2	Q13509
ENSP00000341818_3	Q5T1H1
ENSP00000379396_3	Q8IVL1
ENSP00000391319_1	P61020
ENSP00000333837_3	P52815
ENSP00000467275_1	Q96N95
ENSP00000434723_1	P10242
ENSP00000384839_1	Q14687
ENSP00000466111_1	O43148
ENSP00000331983_6	Q5VZK9
ENSP00000318214_1	O00182
ENSP00000442729_3	Q96M20
ENSP00000360756_1	Q5VUD6
ENSP00000466967_8	Q9NXH9
ENSP00000328829_2	Q96KR4
ENSP00000267015_2	Q9NQS5
ENSP00000468196_3	P59045
ENSP00000406022_5	O95185
ENSP00000363868_8	O95477
ENSP00000391167_2	Q7Z401
ENSP00000367787_2	P49916
ENSP00000446466_2	P04626
ENSP00000362018_3	Q92674
ENSP00000284049_4	O14646
ENSP00000373518_4	Q96PH1
ENSP00000160373_13	Q8WZ74
ENSP00000267023_6	Q9BQ15
ENSP00000267215_2	Q9NSV4
ENSP00000384183_3	Q8WTX7
ENSP00000358210_1	P81133
ENSP00000364284_1	P47756
ENSP00000358991_1	P51617
ENSP00000420265_1	Q8TCW7
ENSP00000262376_1	Q9NPG3
ENSP00000464258_1	Q6RSH7
ENSP00000375057_4	P56559
ENSP00000371859_3	Q9NRL2
ENSP00000239450_3	Q9Y5F1
ENSP00000449294_1	Q8N9I9
ENSP00000402758_1	P40967
ENSP00000402505_1	Q8IZJ3
ENSP00000303834_1	Q8NGI9
ENSP00000467556_2	Q9UKJ3
ENSP00000318415_2	Q96E39
ENSP00000310943_7	Q8NHY2
ENSP00000280772_17	Q12955
ENSP00000369857_1	Q6UWZ7
ENSP00000420315_5	Q9BV23
ENSP00000352604_2	Q8NH03
ENSP00000362871_3	O15264
ENSP00000359937_1	Q8N6C5
ENSP00000330240_2	Q96HJ3
ENSP00000395629_1	P0C7V5
ENSP00000438124_2	Q9BRP4
ENSP00000249364_2	O43852
ENSP00000305631_3	Q96CM4
ENSP00000382083_4	Q9BXS0
ENSP00000360265_3	P54886
ENSP00000355986_2	Q8NB59
ENSP00000429482_5	Q9H788
ENSP00000378725_1	Q86UP2
ENSP00000469277_2	Q9UHX3
ENSP00000390600_6	Q9Y5Y9
ENSP00000440838_1	Q9BT92
ENSP00000420558_6	Q9UJF2
ENSP00000326627_1	Q96FT7
ENSP00000234160_3	Q9H8Y8
ENSP00000268756_7	Q96QT6
ENSP00000378579_2	Q8NFV4
ENSP00000348081_4	Q96AX9
ENSP00000255432_8	Q9HBX8
ENSP00000335038_1	A6NLU5
ENSP00000216500_1	Q9Y394
ENSP00000274361_3	Q8N7Z5
ENSP00000257897_5	Q99490
ENSP00000437538_4	Q8IX04
ENSP00000366236_1	Q9HAP2
ENSP00000386766_1	Q9ULF5
ENSP00000337555_3	Q8NEK5
ENSP00000430001_3	A8MQ27
ENSP00000367637_1	Q9HD23
ENSP00000360689_12	Q9H2K2
ENSP00000399370_1	Q96SC8
ENSP00000251921_3	Q8N323
ENSP00000389200_1	Q969R2
ENSP00000366453_9	Q9UDY2
ENSP00000391175_1	Q8IYB7
ENSP00000158762_1	Q15027
ENSP00000432971_1	P36404
ENSP00000270139_1	P17181
ENSP00000453102_1	Q02241
ENSP00000344996_1	A6NDB9
ENSP00000236693_4	Q9BWP8
ENSP00000318147_3	Q9BZQ6
ENSP00000392484_8	Q9Y2I1
ENSP00000391594_1	Q14264
ENSP00000377630_3	Q9H0B6
ENSP00000246024_3	Q9H1E5
ENSP00000301732_3	Q99758
ENSP00000417404_2	Q30201
ENSP00000354152_3	Q2M296
ENSP00000371221_4	Q9Y217
ENSP00000309504_2	Q8TE54
ENSP00000343118_1	Q0VGL1
ENSP00000276052_1	Q00536
ENSP00000328444_1	Q9BYQ9
ENSP00000360688_2	O95881
ENSP00000348271_3	Q9UMR2
ENSP00000330808_1	A6NHN0
ENSP00000349918_4	P48960
ENSP00000411221_9	P20936
ENSP00000231706_6	Q8TBB6
ENSP00000344798_3	P07949
ENSP00000369636_3	Q5TGL8
ENSP00000356774_8	Q8N157
ENSP00000347712_3	Q8NCU7
ENSP00000350022_1	Q9GZM6
ENSP00000353652_1	Q3MIS6
ENSP00000342210_7	Q9UGM3
ENSP00000368334_1	P15559
ENSP00000318195_3	P19338
ENSP00000378286_5	Q9H5J0
ENSP00000218516_1	P06280
ENSP00000386725_1	Q49MI3
ENSP00000417895_1	C9J798
ENSP00000400906_1	P68036
ENSP00000331211_1	Q6ZSC3
ENSP00000316454_1	Q6VY07
ENSP00000463465_1	Q9Y4B5
ENSP00000386379_3	Q569K4
ENSP00000382777_2	Q52LG2
ENSP00000244227_3	Q8WVK2
ENSP00000407487_11	Q9H3U1
ENSP00000343166_1	P30304
ENSP00000426797_5	Q08043
ENSP00000369001_5	Q9UBN4
ENSP00000367154_4	Q15404
ENSP00000389140_7	P43146
ENSP00000451962_2	O60831
ENSP00000340137_2	Q9UPM6
ENSP00000456799_5	Q6ZN54
ENSP00000384964_1	Q8IU80
ENSP00000456861_1	Q6DHY5
ENSP00000347532_2	A0MZ66
ENSP00000381045_1	Q05086
ENSP00000313967_3	P02746
ENSP00000275227_1	Q6NT16
ENSP00000386209_2	Q6IF42
ENSP00000348888_6	P01833
ENSP00000256509_1	O00533
ENSP00000456861_2	Q6DHY5
ENSP00000368590_1	Q6ZVT0
ENSP00000262585_8	A2RUS2
ENSP00000311648_2	Q16880
ENSP00000322617_4	Q8WXA8
ENSP00000348753_1	Q7Z698
ENSP00000368576_6	Q86XP1
ENSP00000325546_1	Q6DJT9
ENSP00000287721_2	P0CW00
ENSP00000340510_1	O60437
ENSP00000261890_2	P62491
ENSP00000311399_2	O14972
ENSP00000264039_1	P35052
ENSP00000444431_2	Q9NYS7
ENSP00000370187_1	Q9NZQ0
ENSP00000405405_2	Q86SQ0
ENSP00000299481_7	Q86W24
ENSP00000296695_2	P00995
ENSP00000462459_2	A9UHW6
ENSP00000364697_5	P22891
ENSP00000332681_1	Q9P2M1
ENSP00000303515_2	Q6P1R4
ENSP00000440080_5	Q6PEZ8
ENSP00000305207_3	Q9P1Q5
ENSP00000427928_1	Q13239
ENSP00000454012_1	F5GYI3
ENSP00000358963_2	P28222
ENSP00000383920_4	Q76L83
ENSP00000311684_13	Q15772
ENSP00000343717_2	Q9NUZ1
ENSP00000413751_2	P31483
ENSP00000307684_2	O75528
ENSP00000432595_3	Q16560
ENSP00000363398_2	Q92935
ENSP00000354977_1	O94822
ENSP00000318259_3	Q676U5
ENSP00000360560_2	Q5JU00
ENSP00000352039_5	Q7RTR2
ENSP00000362965_1	P25105
ENSP00000348163_6	P13797
ENSP00000277817_10	Q5GLZ8
ENSP00000369887_4	Q9NWH9
ENSP00000384678_2	P09429
ENSP00000439956_4	Q96J87
ENSP00000417659_2	Q5SGD2
ENSP00000466500_1	Q96N95
ENSP00000456743_6	Q8N4N3
ENSP00000384433_10	Q5T7B8
ENSP00000290271_1	P52823
ENSP00000332265_17	O75179
ENSP00000359655_1	Q5T1H1
ENSP00000451617_1	Q13509
ENSP00000384839_2	Q14687
ENSP00000377081_1	O75891
ENSP00000353990_4	O43497
ENSP00000466111_2	O43148
ENSP00000466967_9	Q9NXH9
ENSP00000331983_7	Q5VZK9
ENSP00000434723_2	P10242
ENSP00000341092_2	Q13936
ENSP00000378856_1	O00182
ENSP00000379396_4	Q8IVL1
ENSP00000349437_3	P11717
ENSP00000442729_4	Q96M20
ENSP00000391319_2	P61020
ENSP00000267015_3	Q9NQS5
ENSP00000406022_6	O95185
ENSP00000356363_1	Q5VUE5
ENSP00000410926_1	Q96KR4
ENSP00000468196_4	P59045
ENSP00000373518_5	Q96PH1
ENSP00000366620_1	O95479
ENSP00000367787_3	P49916
ENSP00000384183_4	Q8WTX7
ENSP00000349677_1	Q9BQ16
ENSP00000304945_1	Q8WZ75
ENSP00000377747_1	O14647
ENSP00000362018_4	Q92674
ENSP00000420265_2	Q8TCW7
ENSP00000267215_3	Q9NSV4
ENSP00000356563_1	P56589
ENSP00000391167_3	Q7Z401
ENSP00000358210_2	P81133
ENSP00000471463_1	Q6RUI8
ENSP00000318415_3	Q96E39
ENSP00000239450_4	Q9Y5F1
ENSP00000371419_1	Q9UKK3
ENSP00000364284_2	P47756
ENSP00000446466_3	P04626
ENSP00000303834_2	Q8NGI9
ENSP00000356641_1	Q8NHY2
ENSP00000402505_2	Q8IZJ3
ENSP00000371859_4	Q9NRL2
ENSP00000262376_2	Q9NPG3
ENSP00000358991_2	P51617
ENSP00000264088_1	Q9BV35
ENSP00000280772_18	Q12955
ENSP00000352604_3	Q8NH03
ENSP00000449294_2	Q8N9I9
ENSP00000267102_1	Q6UX01
ENSP00000362871_4	O15264
ENSP00000359937_2	Q8N6C5
ENSP00000402758_2	P40967
ENSP00000395629_2	P0C7V5
ENSP00000330240_3	Q96HJ3
ENSP00000249364_3	O43852
ENSP00000438124_3	Q9BRP4
ENSP00000300441_1	Q96CM8
ENSP00000382083_5	Q9BXS0
ENSP00000360265_4	P54886
ENSP00000351328_1	Q9H790
ENSP00000355986_3	Q8NB59
ENSP00000472280_1	Q9UHX3
ENSP00000234160_4	Q9H8Y8
ENSP00000329933_1	Q96QT6
ENSP00000359813_1	Q9UJG1
ENSP00000442974_1	Q8IX04
ENSP00000430001_4	A8MQ27
ENSP00000440769_1	Q9HAP2
ENSP00000378579_3	Q8NFV4
ENSP00000337555_4	Q8NEK5
ENSP00000335038_2	A6NLU5
ENSP00000255432_9	Q9HBX8
ENSP00000257897_6	Q99490
ENSP00000390600_7	Q9Y5Y9
ENSP00000411690_1	Q8N323
ENSP00000391175_2	Q8IYB7
ENSP00000348081_5	Q96AX9
ENSP00000411052_1	Q969R2
ENSP00000386766_2	Q9ULF5
ENSP00000432971_2	P36404
ENSP00000378725_2	Q86UP2
ENSP00000366453_10	Q9UDY2
ENSP00000399370_2	Q96SC8
ENSP00000440838_2	Q9BT92
ENSP00000236693_5	Q9BWP8
ENSP00000216500_2	Q9Y394
ENSP00000399585_1	Q9HD23
ENSP00000326627_2	Q96FT7
ENSP00000344996_2	A6NDB9
ENSP00000417404_3	Q30201
ENSP00000270139_2	P17181
ENSP00000246024_4	Q9H1E5
ENSP00000360689_13	Q9H2K2
ENSP00000453102_2	Q02241
ENSP00000391594_2	Q14264
ENSP00000377630_4	Q9H0B6
ENSP00000354152_4	Q2M296
ENSP00000318147_4	Q9BZQ6
ENSP00000362444_1	O95886
ENSP00000309504_3	Q8TE54
ENSP00000348271_4	Q9UMR2
ENSP00000343118_2	Q0VGL1
ENSP00000328444_2	Q9BYQ9
ENSP00000349918_5	P48960
ENSP00000330808_2	A6NHN0
ENSP00000158762_2	Q15027
ENSP00000418232_1	Q9Y2I1
ENSP00000369636_4	Q5TGL8
ENSP00000344798_4	P07949
ENSP00000291842_1	Q8TBC3
ENSP00000347712_4	Q8NCU7
ENSP00000378286_6	Q9H5J0
ENSP00000274361_4	Q8N7Z5
ENSP00000368334_2	P15559
ENSP00000342210_8	Q9UGM3
ENSP00000411221_10	P20936
ENSP00000328169_1	Q9Y219
ENSP00000356774_9	Q8N157
ENSP00000318195_4	P19338
ENSP00000353652_2	Q3MIS6
ENSP00000400906_2	P68036
ENSP00000301732_4	Q99758
ENSP00000386725_2	Q49MI3
ENSP00000276052_2	Q00536
ENSP00000374778_1	P06312
ENSP00000386845_1	Q569K4
ENSP00000333433_1	Q8WVK7
ENSP00000380734_1	Q52LJ0
ENSP00000269439_1	Q6ZSG1
ENSP00000463465_2	Q9Y4B5
ENSP00000417895_2	C9J798
ENSP00000426797_6	Q08043
ENSP00000343166_2	P30304
ENSP00000367154_5	Q15404
ENSP00000350022_2	Q9GZM6
ENSP00000451962_3	O60831
ENSP00000469029_1	Q6ZN55
ENSP00000316454_2	Q6VY07
ENSP00000310263_1	Q9UBN6
ENSP00000384964_2	Q8IU80
ENSP00000347532_3	A0MZ66
ENSP00000340137_3	Q9UPM6
ENSP00000389140_8	P43146
ENSP00000407487_12	Q9H3U1
ENSP00000313967_4	P02746
ENSP00000381045_2	Q05086
ENSP00000386209_3	Q6IF42
ENSP00000421934_1	Q16881
ENSP00000322617_5	Q8WXA8
ENSP00000405165_1	P0CW19
ENSP00000262585_9	A2RUS2
ENSP00000374983_1	P01854
ENSP00000275227_2	Q6NT16
ENSP00000456420_1	P62491
ENSP00000368576_7	Q86XP1
ENSP00000370187_2	Q9NZQ0
ENSP00000444431_3	Q9NYS7
ENSP00000311399_3	O14972
ENSP00000393697_1	Q7Z698
ENSP00000296695_3	P00995
ENSP00000325546_2	Q6DJT9
ENSP00000236826_1	P22894
ENSP00000368590_2	Q6ZVT0
ENSP00000405405_3	Q86SQ0
ENSP00000323816_1	A9YTQ3
ENSP00000343891_1	Q86W25
ENSP00000239940_1	P35080
ENSP00000303515_3	Q6P1R4
ENSP00000293471_1	Q6PF04
ENSP00000305207_4	Q9P1Q5
ENSP00000332681_2	Q9P2M1
ENSP00000427928_2	Q13239
ENSP00000383920_5	Q76L83
ENSP00000343717_3	Q9NUZ1
ENSP00000307684_3	O75528
ENSP00000401371_1	P31483
ENSP00000432595_4	Q16560
ENSP00000358963_3	P28222
ENSP00000363398_3	Q92935
ENSP00000454012_2	F5GYI3
ENSP00000360560_3	Q5JU00
ENSP00000256509_2	O00533
ENSP00000318259_4	Q676U5
ENSP00000369887_5	Q9NWH9
ENSP00000384678_3	P09429
ENSP00000439956_5	Q96J87
ENSP00000352039_6	Q7RTR2
ENSP00000466500_2	Q96N95
ENSP00000277817_11	Q5GLZ8
ENSP00000417659_3	Q5SGD2
ENSP00000445339_1	P13797
ENSP00000362965_2	P25105
ENSP00000456743_7	Q8N4N3
ENSP00000329137_1	Q5T7M4
ENSP00000311684_14	Q15772
ENSP00000466967_10	Q9NXH9
ENSP00000451617_2	Q13509
ENSP00000434723_3	P10242
ENSP00000332265_18	O75179
ENSP00000466111_3	O43148
ENSP00000377081_2	O75891
ENSP00000384839_3	Q14687
ENSP00000378856_2	O00182
ENSP00000331983_8	Q5VZK9
ENSP00000450168_1	P61020
ENSP00000442729_5	Q96M20
ENSP00000267015_4	Q9NQS5
ENSP00000406022_7	O95185
ENSP00000427932_1	P52823
ENSP00000340510_2	O60437
ENSP00000341092_3	Q13936
ENSP00000354977_2	O94822
ENSP00000410887_1	Q96PH1
ENSP00000340299_1	Q8WTX9
ENSP00000355109_1	Q5VUG0
ENSP00000319377_1	P59046
ENSP00000349437_4	P11717
ENSP00000304945_2	Q8WZ75
ENSP00000303775_1	Q8TCW9
ENSP00000410926_2	Q96KR4
ENSP00000391167_4	Q7Z401
ENSP00000341963_1	Q92681
ENSP00000379396_5	Q8IVL1
ENSP00000358210_3	P81133
ENSP00000366620_2	O95479
ENSP00000367787_4	P49916
ENSP00000265191_1	P56597
ENSP00000370844_1	P47775
ENSP00000318415_4	Q96E39
ENSP00000267215_4	Q9NSV4
ENSP00000239450_5	Q9Y5F1
