chain	clen	end	method	resolution	start	structid	unp
A	1.0	635.0	solution nmr	-1.0	4.0	2YRV	P29374
A	1.0	1659.0	solution nmr	-1.0	85.0	2KGI	P29375
A	1.0	630.0	x-ray diffraction	0.97	1.0	4KXW	P29401
B	1.0	253.0	x-ray diffraction	3.0	1.0	3HMX	P29459
D	1.0	328.0	x-ray diffraction	1.9	23.0	3D85	P29460
A	1.0	404.0	x-ray diffraction	2.7	120.0	1RWM	P29466
A	1.0	510.0	x-ray diffraction	1.73	67.0	4D1P	P29474
A	1.0	723.0	x-ray diffraction	1.98	302.0	4UH6	P29475
A	1.0	390.0	x-ray diffraction	2.15	2.0	4ZK0	P29508
A	1.0	486.0	x-ray diffraction	2.1	314.0	4Z8G	P29536
A	1.0	223.0	solution nmr	-1.0	123.0	1X5O	P29558
A	1.0	573.0	solution nmr	-1.0	49.0	2MWX	P29590
A	1.0	1178.0	x-ray diffraction	2.03	26.0	4GVJ	P29597
A	1.0	558.0	solution nmr	-1.0	519.0	2MVM	P29692
A	1.0	261.0	x-ray diffraction	2.0	116.0	1ALY	P29965
A	1.0	235.0	x-ray diffraction	3.28	3.0	4CSK	P29972
A	1.0	563.0	x-ray diffraction	2.85	23.0	3V9I	P30038
A	1.0	256.0	x-ray diffraction	2.9	34.0	2QC7	P30040
A	1.0	224.0	x-ray diffraction	2.0	2.0	1PRX	P30041
A	1.0	205.0	x-ray diffraction	1.5	2.0	1HE5	P30043
A	1.0	214.0	x-ray diffraction	1.7	54.0	1URM	P30044
B	1.0	118.0	x-ray diffraction	1.54	2.0	1DPT	P30046
A	1.0	290.0	x-ray diffraction	2.55	31.0	2HW5	P30084
A	1.0	228.0	x-ray diffraction	2.1	35.0	1TEV	P30085
A	1.0	187.0	solution nmr	-1.0	1.0	2L7W	P30086
A	1.0	493.0	x-ray diffraction	2.0	25.0	2H8L	P30101
A	1.0	589.0	x-ray diffraction	2.6	2.0	2IE4	P30153
A	1.0	364.0	x-ray diffraction	3.15	43.0	5A2E	P30203
A	1.0	830.0	x-ray diffraction	4.25	5.0	4RG7	P30260
B	1.0	254.0	x-ray diffraction	3.0	23.0	3G33	P30281
A	1.0	573.0	x-ray diffraction	1.9	291.0	2IN6	P30291
A	1.0	496.0	x-ray diffraction	2.3	337.0	1C25	P30304
B	1.0	565.0	x-ray diffraction	2.38	387.0	2UZQ	P30305
E	1.0	448.0	x-ray diffraction	2.85	126.0	2OJX	P30307
X	1.0	207.0	x-ray diffraction	1.4	44.0	3RD9	P30405
A	1.0	177.0	x-ray diffraction	2.0	7.0	2HE9	P30414
A	1.0	496.0	x-ray diffraction	1.73	115.0	3IU2	P30419
A	1.0	301.0	x-ray diffraction	1.77	25.0	4U1N	P30480
A	1.0	248.0	x-ray diffraction	2.61	29.0	2RGZ	P30519
A	1.0	456.0	x-ray diffraction	1.9	26.0	2V40	P30520
C	1.0	225.0	x-ray diffraction	3.3	34.0	2C5D	P30530
A	1.0	357.0	solution nmr	-1.0	35.0	2P03	P30533
A	1.0	317.0	x-ray diffraction	2.8	2.0	4ZUD	P30556
A	1.0	574.0	x-ray diffraction	2.74	46.0	2VGG	P30613
E	1.0	1438.0	x-ray diffraction	2.6	1.0	3E2U	P30622
A	1.0	198.0	x-ray diffraction	2.1	12.0	4UPG	P30626
A	1.0	379.0	x-ray diffraction	2.9	1.0	4GA7	P30740
E	1.0	250.0	x-ray diffraction	3.1	55.0	1FB1	P30793
A	1.0	453.0	x-ray diffraction	1.48	2.0	3SZA	P30838
A	1.0	344.0	solution nmr	-1.0	321.0	2LYW	P30989
N	1.0	163.0	x-ray diffraction	2.0	152.0	3F6K	P30990
A	1.0	173.0	x-ray diffraction	2.6	30.0	3EYC	P31025
A	1.0	101.0	x-ray diffraction	1.6	2.0	4AQJ	P31151
A	1.0	395.0	x-ray diffraction	3.3	13.0	4KTV	P31153
A	1.0	388.0	solution nmr	-1.0	322.0	2L7Z	P31271
A	1.0	251.0	solution nmr	-1.0	184.0	2MSY	P31274
B	1.0	380.0	x-ray diffraction	3.7	14.0	4DIN	P31321
A	1.0	1484.0	x-ray diffraction	1.98	1349.0	2YVQ	P31327
A	1.0	410.0	x-ray diffraction	2.1	126.0	3OLJ	P31350
A	1.0	208.0	x-ray diffraction	2.6	49.0	1G82	P31371
A	1.0	388.0	x-ray diffraction	2.08	35.0	5CRD	P31415
A	1.0	198.0	solution nmr	-1.0	171.0	1EJQ	P31431
A	1.0	285.0	x-ray diffraction	1.95	105.0	3BS9	P31483
A	1.0	70.0	solution nmr	-1.0	1.0	2LO1	P31689
A	1.0	478.0	x-ray diffraction	2.2	1.0	3CQU	P31749
A	1.0	480.0	x-ray diffraction	2.0	1.0	3D0E	P31751
C	1.0	249.0	x-ray diffraction	2.93	54.0	3BPL	P31785
A	1.0	335.0	x-ray diffraction	2.55	41.0	2I9P	P31937
A	1.0	592.0	x-ray diffraction	2.6	3.0	1PL0	P31939
A	1.0	199.0	x-ray diffraction	2.84	1.0	4XXO	P31941
A	1.0	111.0	solution nmr	-1.0	7.0	2LXU	P31943
A	1.0	234.0	x-ray diffraction	2.5	2.0	2BQ0	P31946
A	1.0	233.0	x-ray diffraction	1.99	1.0	3SPR	P31947
A	1.0	524.0	solution nmr	-1.0	1.0	2LNI	P31948
A	1.0	105.0	solution nmr	-1.0	1.0	2LUC	P31949
A	1.0	217.0	x-ray diffraction	1.74	46.0	2FCB	P31994
A	1.0	149.0	x-ray diffraction	1.45	33.0	4Y88	P31997
A	1.0	643.0	x-ray diffraction	2.3	339.0	4CML	P32019
A	1.0	198.0	x-ray diffraction	1.7	3.0	1QMV	P32119
A	1.0	357.0	solution nmr	-1.0	1.0	1HZN	P32238
A	1.0	448.0	solution nmr	-1.0	421.0	1L4T	P32239
A	1.0	230.0	x-ray diffraction	1.9	215.0	4ZK4	P32297
A	1.0	527.0	x-ray diffraction	2.6	25.0	4YHJ	P32298
A	1.0	142.0	x-ray diffraction	2.4	13.0	1MQ0	P32320
A	1.0	184.0	x-ray diffraction	2.1	11.0	2W4L	P32321
A	1.0	302.0	x-ray diffraction	3.1	1.0	2GR9	P32322
A	1.0	583.0	x-ray diffraction	1.8	2.0	1DG3	P32455
A	1.0	345.0	x-ray diffraction	1.75	1.0	3ISQ	P32754
B	1.0	150.0	solution nmr	-1.0	1.0	2RUK	P32780
A	1.0	444.0	x-ray diffraction	3.0	25.0	1GH7	P32927
A	1.0	401.0	x-ray diffraction	2.6	9.0	2NMP	P32929
B	1.0	114.0	x-ray diffraction	1.66	30.0	1T0P	P32942
A	1.0	87.0	solution nmr	-1.0	1.0	2CQL	P32969
A	1.0	349.0	x-ray diffraction	2.7	2.0	1MKJ	P33176
A	1.0	577.0	solution nmr	-1.0	8.0	2J8P	P33240
C	1.0	80.0	x-ray diffraction	1.75	72.0	2CIK	P33260
A	1.0	489.0	x-ray diffraction	2.87	29.0	4GQS	P33261
A	1.0	252.0	x-ray diffraction	2.2	97.0	2HQU	P33316
A	1.0	871.0	x-ray diffraction	1.5	641.0	2CBZ	P33527
A	1.0	79.0	x-ray diffraction	2.1	1.0	1CKS	P33552
A	1.0	233.0	x-ray diffraction	3.0	35.0	1DR9	P33681
A	1.0	92.0	solution nmr	-1.0	1.0	2KAY	P33763
A	1.0	99.0	x-ray diffraction	1.5	2.0	3NSL	P33764
A	1.0	796.0	x-ray diffraction	2.5	59.0	4CV9	P33981
A	1.0	522.0	x-ray diffraction	2.2	28.0	4FDI	P34059
A	1.0	147.0	x-ray diffraction	2.4	29.0	2RNF	P34096
A	1.0	210.0	x-ray diffraction	2.7	81.0	1HCF	P34130
A	1.0	480.0	x-ray diffraction	2.65	11.0	1BJ4	P34896
A	1.0	504.0	x-ray diffraction	2.6	42.0	4PVF	P34897
A	1.0	548.0	x-ray diffraction	1.88	1.0	5AM0	P34913
A	1.0	384.0	x-ray diffraction	1.8	6.0	3GDQ	P34931
A	1.0	543.0	x-ray diffraction	1.8	15.0	4TND	P34947
A	1.0	272.0	solution nmr	-1.0	240.0	2KI9	P34972
A	1.0	397.0	solution nmr	-1.0	24.0	2L27	P34998
B	1.0	304.0	x-ray diffraction	2.5	81.0	4U30	P35030
A	1.0	476.0	x-ray diffraction	2.55	25.0	4ACR	P35052
A	1.0	111.0	solution nmr	-1.0	62.0	1IOX	P35070
A	1.0	138.0	x-ray diffraction	2.2	2.0	1D1J	P35080
A	1.0	290.0	x-ray diffraction	1.6	23.0	2W2J	P35219
B	1.0	878.0	x-ray diffraction	2.66	82.0	4EHP	P35221
A	1.0	781.0	x-ray diffraction	1.9	30.0	1JDH	P35222
Z	1.0	146.0	x-ray diffraction	1.9	35.0	4I77	P35225
K	1.0	107.0	x-ray diffraction	3.28	3.0	4R8P	P35226
A	1.0	699.0	x-ray diffraction	3.16	83.0	4CX7	P35228
A	1.0	463.0	x-ray diffraction	2.55	142.0	2A3K	P35236
A	1.0	595.0	x-ray diffraction	2.64	19.0	3U8Z	P35240
A	1.0	196.0	x-ray diffraction	2.2	2.0	2D8N	P35243
A	1.0	120.0	x-ray diffraction	1.98	1.0	3KDF	P35244
B	1.0	375.0	x-ray diffraction	1.8	220.0	2RIB	P35247
A	1.0	496.0	solution nmr	-1.0	375.0	2EBU	P35251
A	1.0	517.0	solution nmr	-1.0	5.0	2K7L	P35269
A	1.0	261.0	x-ray diffraction	2.5	4.0	1Z6Z	P35270
A	1.0	146.0	solution nmr	-1.0	22.0	2FLY	P35318
A	1.0	485.0	x-ray diffraction	3.1	28.0	3RZE	P35367
A	1.0	551.0	x-ray diffraction	1.9	302.0	4S15	P35398
A	1.0	55.0	solution nmr	-1.0	1.0	2LOW	P35414
A	1.0	1172.0	x-ray diffraction	2.6	551.0	1YO8	P35442
A	1.0	400.0	x-ray diffraction	2.89	32.0	3PBL	P35462
A	1.0	642.0	x-ray diffraction	2.3	27.0	3W81	P35475
B	1.0	561.0	x-ray diffraction	2.9	41.0	1M54	P35520
A	1.0	74.0	solution nmr	-1.0	1.0	2L7R	P35544
A	1.0	2205.0	solution nmr	-1.0	45.0	1EMN	P35555
A	1.0	466.0	x-ray diffraction	3.4	1.0	1V4T	P35557
A	1.0	622.0	x-ray diffraction	2.34	10.0	1KHG	P35558
A	1.0	901.0	solution nmr	-1.0	11.0	1IRS	P35568
C	1.0	1935.0	solution nmr	-1.0	1893.0	2LNK	P35579
A	1.0	813.0	x-ray diffraction	2.84	8.0	4PD3	P35580
A	1.0	894.0	x-ray diffraction	3.5	34.0	4D1E	P35609
B	1.0	319.0	x-ray diffraction	3.1	13.0	4U0Q	P35613
B	1.0	144.0	x-ray diffraction	2.3	24.0	3CKI	P35625
A	1.0	526.0	solution nmr	-1.0	278.0	2LCW	P35637
A	1.0	2027.0	x-ray diffraction	2.8	1.0	3FHC	P35658
A	1.0	375.0	solution nmr	-1.0	78.0	1Q1V	P35659
A	1.0	1196.0	solution nmr	-1.0	141.0	2ARF	P35670
A	1.0	106.0	solution nmr	-1.0	2.0	1B4Q	P35754
A	1.0	457.0	x-ray diffraction	1.9	80.0	2I7Q	P35790
A	1.0	441.0	x-ray diffraction	2.5	75.0	3FXJ	P35813
A	1.0	323.0	x-ray diffraction	2.25	28.0	3MP5	P35914
A	1.0	553.0	x-ray diffraction	2.5	330.0	4BSJ	P35916
A	1.0	1171.0	x-ray diffraction	1.95	220.0	4AG8	P35968
A	1.0	383.0	x-ray diffraction	1.85	22.0	1HJX	P36222
B	1.0	396.0	x-ray diffraction	2.9	390.0	3SHW	P36383
A	1.0	184.0	x-ray diffraction	3.3	2.0	3DOF	P36404
B	1.0	393.0	x-ray diffraction	2.2	4.0	4H3Q	P36507
A	1.0	524.0	solution nmr	-1.0	257.0	2MAW	P36544
A	1.0	454.0	x-ray diffraction	1.58	119.0	2AEX	P36551
A	1.0	179.0	x-ray diffraction	2.7	1.0	3WHW	P36639
A	1.0	953.0	x-ray diffraction	2.0	755.0	2X36	P36776
A	1.0	299.0	x-ray diffraction	1.9	6.0	1JK7	P36873
A	1.0	950.0	x-ray diffraction	3.1	79.0	4RT7	P36888
D	1.0	152.0	x-ray diffraction	2.44	51.0	2QJ9	P36894
A	1.0	507.0	x-ray diffraction	1.68	31.0	4X0M	P36897
S	1.0	408.0	x-ray diffraction	3.6	43.0	4MXW	P36941
A	1.0	375.0	x-ray diffraction	2.8	1.0	1XU8	P36952
A	1.0	418.0	x-ray diffraction	2.85	36.0	1IMV	P36955
A	1.0	430.0	x-ray diffraction	2.3	349.0	1AM9	P36956
A	1.0	343.0	x-ray diffraction	1.9	1.0	2BLE	P36959
A	1.0	197.0	x-ray diffraction	1.55	33.0	2OBI	P36969
A	1.0	269.0	x-ray diffraction	2.0	147.0	3ZD1	P36980
A	1.0	118.0	solution nmr	-1.0	22.0	2LCR	P37023
P	1.0	707.0	solution nmr	-1.0	697.0	2M3O	P37088
B	1.0	97.0	x-ray diffraction	4.0	2.0	1E8S	P37108
A	1.0	184.0	x-ray diffraction	1.4	1.0	4XJJ	P37173
A	1.0	505.0	x-ray diffraction	1.6	135.0	3B1M	P37231
A	1.0	370.0	x-ray diffraction	1.76	33.0	3VJA	P37268
A	1.0	643.0	solution nmr	-1.0	587.0	2E19	P37275
A	1.0	178.0	solution nmr	-1.0	37.0	1WYM	P37802
A	1.0	332.0	x-ray diffraction	2.45	11.0	1F05	P37837
B	1.0	140.0	solution nmr	-1.0	1.0	2M55	P37840
S	1.0	346.0	x-ray diffraction	2.9	3.0	1T9G	P38117
B	1.0	95.0	solution nmr	-1.0	1.0	2MB0	P38159
A	1.0	1884.0	solution nmr	-1.0	1.0	1JM7	P38398
A	1.0	597.0	x-ray diffraction	2.8	54.0	4KBO	P38646
C	1.0	411.0	x-ray diffraction	2.3	21.0	3EX7	P38919
A	1.0	786.0	x-ray diffraction	2.85	3.0	4B3G	P38935
B	1.0	194.0	x-ray diffraction	2.01	174.0	4RJF	P38936
A	1.0	1186.0	x-ray diffraction	2.0	1133.0	3N3F	P39059
A	1.0	1749.0	x-ray diffraction	3.0	1443.0	3HON	P39060
A	1.0	820.0	x-ray diffraction	2.0	443.0	2ZNS	P39086
A	1.0	149.0	x-ray diffraction	2.4	1.0	2JE0	P39687
X	1.0	370.0	x-ray diffraction	2.9	2.0	1UL1	P39748
B	1.0	228.0	x-ray diffraction	2.35	126.0	3FUB	P39905
A	1.0	348.0	x-ray diffraction	2.8	11.0	1JHW	P40121
A	1.0	612.0	solution nmr	-1.0	24.0	1BJ8	P40189
A	1.0	141.0	x-ray diffraction	2.52	34.0	4WTZ	P40199
V	1.0	172.0	x-ray diffraction	3.3	28.0	1V7N	P40225
A	1.0	146.0	x-ray diffraction	3.2	44.0	3KG5	P40259
A	1.0	261.0	x-ray diffraction	2.72	3.0	3ROD	P40261
L	1.0	210.0	x-ray diffraction	2.1	60.0	4W9K	P40337
A	1.0	394.0	x-ray diffraction	3.0	22.0	1AGN	P40394
B	1.0	307.0	x-ray diffraction	1.9	233.0	1PUF	P40424
A	1.0	181.0	x-ray diffraction	3.01	15.0	4DCN	P40616
A	1.0	751.0	x-ray diffraction	2.3	3.0	4P7A	P40692
A	1.0	1110.0	x-ray diffraction	2.0	6.0	2GFO	P40818
B	1.0	280.0	x-ray diffraction	2.5	14.0	3AJB	P40855
A	1.0	337.0	x-ray diffraction	1.9	24.0	2DFD	P40926
A	1.0	162.0	x-ray diffraction	2.6	49.0	2XQB	P40933
C	1.0	33.0	x-ray diffraction	1.91	25.0	3CC5	P40967
A	1.0	338.0	x-ray diffraction	2.7	36.0	4RWD	P41143
A	1.0	347.0	x-ray diffraction	2.9	55.0	4DJH	P41145
A	1.0	334.0	x-ray diffraction	3.01	44.0	4EA3	P41146
A	1.0	167.0	x-ray diffraction	2.4	24.0	1AX8	P41159
A	1.0	461.0	x-ray diffraction	1.95	367.0	4UNO	P41161
A	1.0	257.0	x-ray diffraction	2.75	3.0	4NEF	P41181
G	1.0	654.0	x-ray diffraction	2.6	5.0	3BIM	P41182
A	1.0	172.0	x-ray diffraction	1.8	1.0	2OBH	P41208
A	1.0	442.0	solution nmr	-1.0	47.0	2DAO	P41212
A	1.0	90.0	solution nmr	-1.0	1.0	2DBG	P41218
B	1.0	203.0	x-ray diffraction	7.4	71.0	4EKC	P41220
A	1.0	189.0	x-ray diffraction	1.88	23.0	4IMO	P41222
B	1.0	67.0	x-ray diffraction	3.56	59.0	4OH6	P41223
A	1.0	188.0	solution nmr	-1.0	73.0	2JRZ	P41229
A	1.0	378.0	x-ray diffraction	2.9	58.0	4IQR	P41235
A	1.0	450.0	x-ray diffraction	1.37	11.0	3EAC	P41240
A	1.0	734.0	x-ray diffraction	2.85	117.0	2PMF	P41250
A	1.0	165.0	x-ray diffraction	1.8	30.0	4YU8	P41271
A	1.0	246.0	x-ray diffraction	2.3	80.0	2X29	P41273
A	1.0	390.0	x-ray diffraction	2.89	73.0	4Y83	P41279
A	1.0	113.0	solution nmr	-1.0	1.0	2IF1	P41567
A	1.0	143.0	solution nmr	-1.0	22.0	2JOD	P41586
A	1.0	114.0	x-ray diffraction	2.1	26.0	2X57	P41587
A	1.0	832.0	x-ray diffraction	2.6	25.0	4OO9	P41594
A	1.0	400.0	x-ray diffraction	2.8	48.0	4NC3	P41595
A	1.0	590.0	x-ray diffraction	1.5	25.0	1WMH	P41743
A	1.0	134.0	x-ray diffraction	2.7	26.0	1NCN	P42081
A	1.0	302.0	x-ray diffraction	1.3	44.0	1SG4	P42126
A	1.0	132.0	solution nmr	-1.0	93.0	1Y7K	P42127
A	1.0	159.0	solution nmr	-1.0	1.0	1H9F	P42166
B	1.0	750.0	solution nmr	-1.0	1.0	2KA6	P42224
B	1.0	808.0	x-ray diffraction	2.2	795.0	1OJ5	P42226
A	1.0	796.0	x-ray diffraction	1.8	25.0	2XHD	P42262
A	1.0	323.0	x-ray diffraction	1.7	1.0	4DZ5	P42330
A	1.0	151.0	solution nmr	-1.0	47.0	1V89	P42331
A	1.0	1062.0	x-ray diffraction	2.8	2.0	3HHM	P42336
A	1.0	2549.0	x-ray diffraction	2.33	1385.0	1AUE	P42345
A	1.0	853.0	solution nmr	-1.0	121.0	1EH2	P42566
A	1.0	568.0	x-ray diffraction	2.3	1.0	4TMP	P42568
A	1.0	277.0	x-ray diffraction	1.95	29.0	4QU0	P42574
A	1.0	452.0	x-ray diffraction	1.8	172.0	3R7B	P42575
A	1.0	849.0	x-ray diffraction	3.0	127.0	1XFD	P42658
A	1.0	214.0	solution nmr	-1.0	42.0	1X6G	P42679
A	1.0	154.0	solution nmr	-1.0	1.0	2LUL	P42680
A	1.0	251.0	solution nmr	-1.0	140.0	2DM0	P42681
A	1.0	1182.0	solution nmr	-1.0	163.0	2ECD	P42684
A	1.0	534.0	x-ray diffraction	3.1	52.0	3E0G	P42702
A	1.0	397.0	x-ray diffraction	2.0	1.0	4C2J	P42765
A	1.0	501.0	solution nmr	-1.0	230.0	2K42	P42768
A	1.0	156.0	solution nmr	-1.0	1.0	1A5E	P42771
A	1.0	168.0	x-ray diffraction	2.0	1.0	1MX4	P42773
B	1.0	512.0	x-ray diffraction	2.79	46.0	3N2Z	P42785
A	1.0	114.0	solution nmr	-1.0	44.0	2MGS	P42830
A	1.0	3006.0	x-ray diffraction	3.7	1.0	3IO6	P42858
A	1.0	770.0	x-ray diffraction	2.38	101.0	3DWB	P42892
A	1.0	501.0	x-ray diffraction	2.28	396.0	3QB4	P43026
A	1.0	1445.0	solution nmr	-1.0	419.0	2EDB	P43146
A	1.0	620.0	x-ray diffraction	1.8	35.0	1S5O	P43155
A	1.0	264.0	x-ray diffraction	2.05	3.0	3ML5	P43166
A	1.0	131.0	x-ray diffraction	1.8	28.0	4ZGM	P43220
A	1.0	329.0	x-ray diffraction	2.3	20.0	1AU4	P43235
A	1.0	930.0	x-ray diffraction	3.3	1.0	2O8E	P43246
A	1.0	557.0	x-ray diffraction	2.92	2.0	3NYO	P43250
A	1.0	434.0	x-ray diffraction	2.8	338.0	4UUV	P43268
A	1.0	195.0	x-ray diffraction	1.7	15.0	1YTQ	P43320
A	1.0	209.0	x-ray diffraction	2.85	24.0	1KN0	P43351
A	1.0	598.0	x-ray diffraction	2.2	334.0	1OVL	P43354
A	1.0	310.0	x-ray diffraction	2.07	104.0	4V0P	P43357
A	1.0	312.0	x-ray diffraction	2.3	101.0	2WA0	P43358
B	1.0	606.0	x-ray diffraction	2.21	1.0	3ZNI	P43403
A	1.0	635.0	x-ray diffraction	1.6	9.0	4YJO	P43405
B	1.0	167.0	x-ray diffraction	2.7	22.0	1K5D	P43487
G	1.0	266.0	x-ray diffraction	2.0	29.0	1D0A	P43489
A	1.0	489.0	x-ray diffraction	1.87	8.0	4O14	P43490
A	1.0	221.0	x-ray diffraction	1.7	27.0	1NKR	P43626
A	1.0	224.0	x-ray diffraction	3.0	26.0	1B6U	P43628
A	1.0	626.0	solution nmr	-1.0	240.0	2LLY	P43681
B	1.0	408.0	x-ray diffraction	2.3	337.0	2DVW	P43686
A	1.0	322.0	solution nmr	-1.0	263.0	2M9W	P43694
A	1.0	95.0	solution nmr	-1.0	45.0	2CP9	P43897
B	1.0	281.0	x-ray diffraction	2.61	205.0	1J1D	P45379
A	1.0	311.0	x-ray diffraction	3.0	9.0	4NFR	P45381
A	1.0	471.0	x-ray diffraction	1.3	25.0	3ZXH	P45452
A	1.0	432.0	x-ray diffraction	2.0	52.0	2JIF	P45954
A	1.0	171.0	x-ray diffraction	2.0	18.0	3FDT	P45973
A	1.0	858.0	solution nmr	-1.0	1.0	2DAG	P45974
A	1.0	365.0	x-ray diffraction	2.7	2.0	3V3V	P45983
A	1.0	363.0	x-ray diffraction	2.35	7.0	3NPC	P45984
B	1.0	400.0	x-ray diffraction	2.3	80.0	3ALN	P45985
A	1.0	100.0	solution nmr	-1.0	1.0	1R21	P46013
C	1.0	587.0	x-ray diffraction	2.29	430.0	3UIP	P46060
A	1.0	593.0	x-ray diffraction	2.9	63.0	2WWY	P46063
A	1.0	296.0	x-ray diffraction	2.5	159.0	3QLC	P46100
A	1.0	304.0	solution nmr	-1.0	1.0	1JU5	P46108
A	1.0	303.0	x-ray diffraction	2.5	1.0	2BZY	P46109
A	1.0	1112.0	x-ray diffraction	1.3	13.0	4EEW	P46379
D	1.0	190.0	x-ray diffraction	2.3	25.0	2AST	P46527
K	1.0	2122.0	x-ray diffraction	3.85	411.0	3V79	P46531
A	1.0	373.0	x-ray diffraction	2.4	1.0	4A6D	P46597
A	1.0	281.0	x-ray diffraction	1.75	1.0	1NE7	P46926
A	1.0	1315.0	x-ray diffraction	2.44	517.0	5C91	P46934
A	1.0	265.0	solution nmr	-1.0	50.0	2LTW	P46937
A	1.0	258.0	x-ray diffraction	3.0	31.0	1QAG	P46939
A	1.0	1657.0	x-ray diffraction	2.2	26.0	3FAY	P46940
A	1.0	286.0	x-ray diffraction	1.6	2.0	2QNK	P46952
A	1.0	262.0	x-ray diffraction	1.45	1.0	3U2U	P46976
A	1.0	123.0	x-ray diffraction	2.0	9.0	2FU5	P47224
A	1.0	721.0	x-ray diffraction	2.5	13.0	1CJY	P47712
A	1.0	414.0	x-ray diffraction	3.4	76.0	3BRW	P47736
A	1.0	144.0	solution nmr	-1.0	2.0	1D7Q	P47813
A	1.0	429.0	x-ray diffraction	2.64	28.0	4ERS	P47871
C	1.0	771.0	x-ray diffraction	4.03	220.0	4R3Z	P47897
A	1.0	338.0	x-ray diffraction	2.2	38.0	4XNV	P47900
A	1.0	136.0	x-ray diffraction	1.79	2.0	4UW6	P47929
A	1.0	220.0	solution nmr	-1.0	151.0	1RGO	P47974
A	1.0	1333.0	x-ray diffraction	3.59	2.0	2CKJ	P47989
A	1.0	114.0	solution nmr	-1.0	22.0	2HDM	P47992
A	1.0	281.0	x-ray diffraction	2.5	143.0	4MSV	P48023
C	1.0	445.0	x-ray diffraction	2.8	440.0	3GJ9	P48050
A	1.0	419.0	x-ray diffraction	1.65	19.0	1DTD	P48052
A	1.0	288.0	solution nmr	-1.0	1.0	2D8X	P48059
A	1.0	214.0	x-ray diffraction	1.85	22.0	3Q2U	P48060
A	1.0	89.0	x-ray diffraction	1.9	22.0	4UAI	P48061
A	1.0	710.0	x-ray diffraction	1.56	2.0	3DDU	P48147
A	1.0	570.0	x-ray diffraction	2.55	8.0	3WJA	P48163
B	1.0	90.0	x-ray diffraction	1.8	31.0	1ZR0	P48307
B	1.0	633.0	x-ray diffraction	1.95	430.0	3V6O	P48357
A	1.0	183.0	solution nmr	-1.0	24.0	2KW3	P48382
A	1.0	405.0	x-ray diffraction	2.56	35.0	2YBX	P48426
B	1.0	118.0	solution nmr	-1.0	39.0	1O4X	P48431
A	1.0	174.0	x-ray diffraction	2.77	103.0	4EUW	P48436
A	1.0	450.0	x-ray diffraction	2.4	233.0	2GL8	P48443
A	1.0	732.0	x-ray diffraction	2.1	6.0	1W6K	P48449
A	1.0	122.0	x-ray diffraction	3.0	29.0	4HJ0	P48546
B	1.0	237.0	solution nmr	-1.0	28.0	2LAG	P48551
C	1.0	507.0	x-ray diffraction	1.9	378.0	4S15	P48552
A	1.0	474.0	x-ray diffraction	2.1	3.0	2HGS	P48637
A	1.0	402.0	x-ray diffraction	2.0	32.0	1WSR	P48728
A	1.0	295.0	x-ray diffraction	2.1	1.0	4KBK	P48730
A	1.0	452.0	x-ray diffraction	1.55	41.0	4JA8	P48735
A	1.0	1094.0	x-ray diffraction	3.0	144.0	1HE8	P48736
A	1.0	716.0	x-ray diffraction	2.3	22.0	3DEM	P48740
B	1.0	382.0	x-ray diffraction	2.9	40.0	4PW8	P48775
I	1.0	132.0	solution nmr	-1.0	116.0	2MKP	P48788
A	1.0	465.0	x-ray diffraction	3.0	1.0	3E0J	P49005
A	1.0	274.0	x-ray diffraction	2.2	1.0	2VZI	P49023
B	1.0	601.0	x-ray diffraction	3.0	367.0	3P0U	P49116
X	1.0	400.0	x-ray diffraction	3.8	41.0	2P3G	P49137
A	1.0	274.0	x-ray diffraction	1.84	41.0	3A4U	P49257
A	1.0	2507.0	x-ray diffraction	1.7	2.0	4W82	P49327
A	1.0	362.0	x-ray diffraction	2.4	1.0	4CRL	P49336
A	1.0	369.0	x-ray diffraction	2.3	55.0	1JCQ	P49354
B	1.0	424.0	x-ray diffraction	2.3	15.0	1JCQ	P49356
A	1.0	369.0	x-ray diffraction	2.21	9.0	1ROZ	P49366
P	1.0	385.0	x-ray diffraction	2.15	19.0	1KY7	P49418
A	1.0	539.0	x-ray diffraction	1.95	30.0	4X0U	P49419
A	1.0	184.0	x-ray diffraction	2.3	7.0	3RZ3	P49427
A	1.0	140.0	x-ray diffraction	2.5	46.0	3NQU	P49450
A	1.0	82.0	x-ray diffraction	4.0	2.0	1E8S	P49458
A	1.0	477.0	x-ray diffraction	2.9	2.0	4L87	P49591
A	1.0	275.0	x-ray diffraction	1.95	9.0	1OIP	P49638
A	1.0	419.0	x-ray diffraction	2.6	1.0	4LIL	P49642
A	1.0	293.0	x-ray diffraction	2.74	1.0	4HNI	P49674
A	1.0	276.0	x-ray diffraction	3.4	66.0	3P0L	P49675
A	1.0	587.0	solution nmr	-1.0	399.0	1X6H	P49711
C	1.0	125.0	x-ray diffraction	2.9	68.0	4UUZ	P49736
A	1.0	757.0	x-ray diffraction	3.15	225.0	3FBY	P49747
A	1.0	678.0	x-ray diffraction	1.45	92.0	2UXW	P49748
A	1.0	472.0	x-ray diffraction	2.1	57.0	3HLK	P49753
A	1.0	841.0	x-ray diffraction	2.9	734.0	3V53	P49756
A	1.0	452.0	x-ray diffraction	2.1	325.0	2ES0	P49758
A	1.0	524.0	x-ray diffraction	1.7	190.0	1Z57	P49759
A	1.0	484.0	x-ray diffraction	2.89	136.0	3NR9	P49760
