pdbid	transcript	conflicts	perc_conflicts	range_conflicts	perc_range_conflicts	mismatch_conflicts	perc_mistmatch_conflicts
4IW4	ENST00000337774	222	0.93	17	0.07	205	0.85
4IW4	ENST00000392472	228	0.95	101	0.42	127	0.53
4IW4	ENST00000169293	240	1	240	1	0	0
4BK0	ENST00000420326	92	1	92	1	0	0
4BK0	ENST00000340830	92	1	92	1	0	0
4BK0	ENST00000584999	92	1	92	1	0	0
4BK0	ENST00000420326	97	1	97	1	0	0
4BK0	ENST00000340830	97	1	97	1	0	0
4BK0	ENST00000584999	97	1	97	1	0	0
4I23	ENST00000342916	304	1	304	1	0	0
4I23	ENST00000344576	304	1	293	0.96	11	0.04
4I23	ENST00000420316	304	1	304	1	0	0
4I22	ENST00000342916	294	0.99	294	0.99	0	0
4I22	ENST00000344576	294	0.99	288	0.97	6	0.02
4I22	ENST00000420316	294	0.99	294	0.99	0	0
3QC4	ENST00000268673	220	0.8	0	0	220	0.8
3QC4	ENST00000268673	212	0.78	0	0	212	0.78
1YZ4	ENST00000278979	141	0.9	0	0	141	0.9
1YZ4	ENST00000486996	147	0.94	24	0.15	123	0.79
1YZ4	ENST00000398084	147	0.94	24	0.15	123	0.79
1YZ4	ENST00000375966	142	0.91	0	0	142	0.91
1YZ4	ENST00000339738	1	0.01	0	0	1	0.01
1YZ4	ENST00000398083	147	0.94	24	0.15	123	0.79
1YZ4	ENST00000278979	142	0.91	0	0	142	0.91
1YZ4	ENST00000486996	148	0.95	25	0.16	123	0.79
1YZ4	ENST00000398084	148	0.95	25	0.16	123	0.79
1YZ4	ENST00000375966	143	0.92	0	0	143	0.92
1YZ4	ENST00000339738	1	0.01	0	0	1	0.01
1YZ4	ENST00000398083	148	0.95	25	0.16	123	0.79
1WDY	ENST00000367559	1	0	0	0	1	0
1WDY	ENST00000444138	1	0	0	0	1	0
1WDZ	ENST00000321280	4	0.02	0	0	4	0.02
1WDZ	ENST00000428708	4	0.02	0	0	4	0.02
1WDZ	ENST00000575712	4	0.02	0	0	4	0.02
1WDZ	ENST00000435091	4	0.02	0	0	4	0.02
1WDZ	ENST00000321300	4	0.02	0	0	4	0.02
1WDZ	ENST00000321280	4	0.02	0	0	4	0.02
1WDZ	ENST00000428708	4	0.02	0	0	4	0.02
1WDZ	ENST00000575712	4	0.02	0	0	4	0.02
1WDZ	ENST00000435091	4	0.02	0	0	4	0.02
1WDZ	ENST00000321300	4	0.02	0	0	4	0.02
1WDA	ENST00000375448	3	0	0	0	3	0
1WD8	ENST00000375448	2	0	0	0	2	0
1WD9	ENST00000375448	3	0	0	0	3	0
1WD2	ENST00000379887	1	0.02	0	0	1	0.02
2H15	ENST00000285379	115	0.45	0	0	115	0.45
2H17	ENST00000446896	152	0.95	33	0.21	119	0.74
2H17	ENST00000428992	152	0.95	33	0.21	119	0.74
2H16	ENST00000446896	143	0.96	35	0.23	108	0.72
2H16	ENST00000428992	143	0.96	35	0.23	108	0.72
2H16	ENST00000446896	143	0.96	34	0.23	109	0.73
2H16	ENST00000428992	143	0.96	34	0.23	109	0.73
2H16	ENST00000446896	145	0.95	34	0.22	111	0.73
2H16	ENST00000428992	145	0.95	34	0.22	111	0.73
2H16	ENST00000446896	146	0.95	34	0.22	112	0.73
2H16	ENST00000428992	146	0.95	34	0.22	112	0.73
4I24	ENST00000342916	294	1	294	1	0	0
4I24	ENST00000344576	294	1	288	0.98	6	0.02
4I24	ENST00000420316	294	1	294	1	0	0
4I24	ENST00000342916	303	1	303	1	0	0
4I24	ENST00000344576	303	1	297	0.98	6	0.02
4I24	ENST00000420316	303	1	303	1	0	0
4JDW	ENST00000396659	1	0	0	0	1	0
4JDW	ENST00000558336	36	0.1	32	0.09	4	0.01
4JDD	ENST00000456483	4	1	4	1	0	0
1FM6	ENST00000397010	254	0.93	0	0	254	0.93
1FM6	ENST00000309576	254	0.93	0	0	254	0.93
1FM6	ENST00000397015	254	0.93	0	0	254	0.93
1FM6	ENST00000397012	254	0.93	0	0	254	0.93
1FM6	ENST00000287820	256	0.94	0	0	256	0.94
1FM6	ENST00000396999	272	1	272	1	0	0
1FM6	ENST00000397010	254	0.93	0	0	254	0.93
1FM6	ENST00000309576	254	0.93	0	0	254	0.93
1FM6	ENST00000397015	254	0.93	0	0	254	0.93
1FM6	ENST00000397012	254	0.93	0	0	254	0.93
1FM6	ENST00000287820	256	0.94	0	0	256	0.94
1FM6	ENST00000396999	272	1	272	1	0	0
1FM9	ENST00000397010	261	0.96	28	0.1	233	0.86
1FM9	ENST00000309576	261	0.96	28	0.1	233	0.86
1FM9	ENST00000397015	261	0.96	28	0.1	233	0.86
1FM9	ENST00000397012	261	0.96	28	0.1	233	0.86
1FM9	ENST00000396999	272	1	272	1	0	0
1FM9	ENST00000406961	9	0.9	0	0	9	0.9
1FM9	ENST00000405141	9	0.9	0	0	9	0.9
1FM9	ENST00000395856	9	0.9	0	0	9	0.9
1FM9	ENST00000348332	9	0.9	0	0	9	0.9
1FM9	ENST00000538539	9	0.9	0	0	9	0.9
1FM9	ENST00000288599	9	0.9	0	0	9	0.9
1FM9	ENST00000406961	15	0.94	0	0	15	0.94
1FM9	ENST00000405141	15	0.94	0	0	15	0.94
1FM9	ENST00000395856	15	0.94	0	0	15	0.94
1FM9	ENST00000348332	15	0.94	0	0	15	0.94
1FM9	ENST00000538539	15	0.94	0	0	15	0.94
1FM9	ENST00000288599	15	0.94	0	0	15	0.94
1FMK	ENST00000373578	411	0.94	0	0	411	0.94
1FMK	ENST00000373567	411	0.94	0	0	411	0.94
1FMK	ENST00000373558	422	0.97	0	0	422	0.97
1FMK	ENST00000445403	411	0.94	0	0	411	0.94
1FMK	ENST00000360723	422	0.97	0	0	422	0.97
1FMK	ENST00000358208	411	0.94	0	0	411	0.94
1FMI	ENST00000371589	435	0.96	0	0	435	0.96
1OI9	ENST00000354056	131	0.45	32	0.11	99	0.34
1OI9	ENST00000354056	131	0.44	32	0.11	99	0.34
1OIR	ENST00000354056	131	0.46	32	0.11	99	0.35
1OIQ	ENST00000354056	132	0.5	34	0.13	98	0.37
1OIU	ENST00000354056	132	0.45	33	0.11	99	0.34
1OIU	ENST00000354056	100	0.38	32	0.12	68	0.26
1OIT	ENST00000266970	1	0	0	0	1	0
1OIT	ENST00000354056	134	0.49	34	0.12	100	0.37
1OIY	ENST00000354056	131	0.45	32	0.11	99	0.34
1OIY	ENST00000354056	131	0.44	32	0.11	99	0.34
4H10	ENST00000401424	57	0.95	0	0	57	0.95
4H10	ENST00000403510	57	0.95	0	0	57	0.95
4H10	ENST00000403482	59	0.98	0	0	59	0.98
4H1E	ENST00000428381	282	0.73	14	0.04	268	0.69
4H1E	ENST00000513780	241	0.62	0	0	241	0.62
4H1E	ENST00000445823	284	0.74	0	0	284	0.74
4H1E	ENST00000428381	282	0.73	14	0.04	268	0.69
4H1E	ENST00000513780	241	0.62	0	0	241	0.62
4H1E	ENST00000445823	284	0.73	0	0	284	0.73
4H1S	ENST00000369651	136	0.26	25	0.05	111	0.21
4H1S	ENST00000369651	136	0.26	25	0.05	111	0.21
4H1Q	NULL	1	NULL	NULL	NULL	NULL	NULL
4H1Y	ENST00000257770	1	0	0	0	1	0
4H1Y	ENST00000369651	136	0.26	25	0.05	111	0.21
2FJ9	ENST00000355857	80	0.93	0	0	80	0.93
2FJ9	ENST00000409094	79	0.92	0	0	79	0.92
2FJ9	ENST00000311521	79	0.92	0	0	79	0.92
2FJ9	ENST00000393103	81	0.94	0	0	81	0.94
2FJ9	ENST00000535617	82	0.95	0	0	82	0.95
2FJ9	ENST00000542275	81	0.94	0	0	81	0.94
2FJ9	ENST00000535757	79	0.92	0	0	79	0.92
3B28	ENST00000334701	197	0.94	0	0	197	0.94
3B28	ENST00000334701	197	0.94	0	0	197	0.94
4BKN	ENST00000398514	1	0	0	0	1	0
4BKN	ENST00000343218	454	0.95	0	0	454	0.95
4BKN	ENST00000398514	1	0	0	0	1	0
4BKN	ENST00000343218	456	0.95	0	0	456	0.95
2FJH	ENST00000457104	3	0.03	0	0	3	0.03
2FJH	ENST00000457104	3	0.03	0	0	3	0.03
2FJG	ENST00000457104	2	0.02	0	0	2	0.02
2FJG	ENST00000457104	2	0.02	0	0	2	0.02
2FJZ	ENST00000354192	55	0.96	0	0	55	0.96
3B2Z	NULL	1	NULL	NULL	NULL	NULL	NULL
2FJP	ENST00000360534	1	0	0	0	1	0
2FJP	ENST00000360534	1	0	0	0	1	0
3B2V	ENST00000342916	10	0.03	9	0.02	1	0
3B2V	ENST00000344576	9	0.02	0	0	9	0.02
3B2V	ENST00000420316	234	0.62	232	0.62	2	0.01
2FJU	ENST00000356142	98	0.55	0	0	98	0.55
2FJU	ENST00000260402	257	0.37	0	0	257	0.37
3QXD	ENST00000416883	1	0.01	0	0	1	0.01
3QXD	ENST00000414698	1	0.01	0	0	1	0.01
3QXD	ENST00000383127	1	0.01	0	0	1	0.01
3QXD	ENST00000383259	1	0.01	0	0	1	0.01
3QXD	ENST00000442960	1	0.01	0	0	1	0.01
3QXD	ENST00000411524	1	0.01	0	0	1	0.01
3QXD	ENST00000395388	1	0.01	0	0	1	0.01
3QXD	ENST00000360004	13	0.07	0	0	13	0.07
3QXD	ENST00000416883	1	0.01	0	0	1	0.01
3QXD	ENST00000414698	1	0.01	0	0	1	0.01
3QXD	ENST00000383127	1	0.01	0	0	1	0.01
3QXD	ENST00000383259	1	0.01	0	0	1	0.01
3QXD	ENST00000442960	1	0.01	0	0	1	0.01
3QXD	ENST00000411524	1	0.01	0	0	1	0.01
3QXD	ENST00000395388	1	0.01	0	0	1	0.01
3QXD	ENST00000360004	13	0.07	0	0	13	0.07
3HQI	ENST00000393328	1	0	0	0	1	0
3HQI	ENST00000504102	1	0	0	0	1	0
3HQI	ENST00000503676	1	0	0	0	1	0
3HQI	ENST00000393331	1	0	0	0	1	0
3HQI	ENST00000347630	1	0	0	0	1	0
3HQI	ENST00000393328	1	0	0	0	1	0
3HQI	ENST00000504102	1	0	0	0	1	0
3HQI	ENST00000503676	1	0	0	0	1	0
3HQI	ENST00000393331	1	0	0	0	1	0
3HQI	ENST00000347630	1	0	0	0	1	0
3QXA	ENST00000360004	13	0.07	0	0	13	0.07
3QXA	ENST00000360004	13	0.07	0	0	13	0.07
1Y76	ENST00000555925	56	0.93	0	0	56	0.93
1Y76	ENST00000555925	56	0.93	0	0	56	0.93
3QXP	ENST00000354056	133	0.45	34	0.12	99	0.34
3QXY	ENST00000310682	370	0.88	24	0.06	346	0.82
3QXY	ENST00000308639	1	1	0	0	1	1
3QXY	ENST00000310682	365	0.88	24	0.06	341	0.82
3QXY	ENST00000308639	1	1	0	0	1	1
2V0R	NULL	1	NULL	NULL	NULL	NULL	NULL
2V0S	NULL	1	NULL	NULL	NULL	NULL	NULL
2L03	ENST00000317543	68	0.93	0	0	68	0.93
2L03	ENST00000335822	40	0.55	0	0	40	0.55
2V0Z	ENST00000272190	262	0.79	0	0	262	0.79
2V0Z	ENST00000367195	260	0.79	0	0	260	0.79
2V0Z	ENST00000272190	263	0.8	0	0	263	0.8
2V0Z	ENST00000367195	261	0.79	0	0	261	0.79
1Y7Z	ENST00000251595	134	0.95	0	0	134	0.95
1Y7Z	ENST00000320868	134	0.95	0	0	134	0.95
1Y7Z	ENST00000251595	134	0.95	0	0	134	0.95
1Y7Z	ENST00000320868	134	0.95	0	0	134	0.95
1Y7Z	ENST00000335295	134	0.92	0	0	134	0.92
1Y7Z	ENST00000335295	134	0.92	0	0	134	0.92
1Y7V	ENST00000368373	1	0	0	0	1	0
1Y7V	ENST00000327247	1	0	0	0	1	0
1Y7V	ENST00000368373	1	0	0	0	1	0
1Y7V	ENST00000327247	1	0	0	0	1	0
1Y7Q	ENST00000575752	2	0.02	0	0	2	0.02
1Y7Q	ENST00000571936	2	0.02	0	0	2	0.02
1Y7Q	ENST00000344823	2	0.02	0	0	2	0.02
1Y7Q	ENST00000268655	2	0.02	0	0	2	0.02
1Y7Q	ENST00000575752	2	0.02	0	0	2	0.02
1Y7Q	ENST00000571936	2	0.02	0	0	2	0.02
1Y7Q	ENST00000344823	2	0.02	0	0	2	0.02
1Y7Q	ENST00000268655	2	0.02	0	0	2	0.02
1Y7G	ENST00000251595	134	0.95	0	0	134	0.95
1Y7G	ENST00000320868	134	0.95	0	0	134	0.95
1Y7G	ENST00000251595	134	0.95	0	0	134	0.95
1Y7G	ENST00000320868	134	0.95	0	0	134	0.95
1Y7G	ENST00000335295	134	0.92	0	0	134	0.92
1Y7G	ENST00000335295	134	0.92	0	0	134	0.92
1Y7D	ENST00000251595	134	0.95	0	0	134	0.95
1Y7D	ENST00000320868	134	0.95	0	0	134	0.95
1Y7D	ENST00000251595	134	0.95	0	0	134	0.95
1Y7D	ENST00000320868	134	0.95	0	0	134	0.95
1Y7D	ENST00000335295	134	0.92	0	0	134	0.92
1Y7D	ENST00000335295	134	0.92	0	0	134	0.92
1Y7C	ENST00000251595	134	0.95	0	0	134	0.95
1Y7C	ENST00000320868	134	0.95	0	0	134	0.95
1Y7C	ENST00000251595	134	0.95	0	0	134	0.95
1Y7C	ENST00000320868	134	0.95	0	0	134	0.95
1Y7C	ENST00000335295	134	0.92	0	0	134	0.92
1Y7C	ENST00000335295	134	0.92	0	0	134	0.92
2HEA	ENST00000261267	1	0.01	0	0	1	0.01
2HEC	ENST00000261267	1	0.01	0	0	1	0.01
1K74	ENST00000397010	261	0.96	28	0.1	233	0.86
1K74	ENST00000309576	261	0.96	28	0.1	233	0.86
1K74	ENST00000397015	261	0.96	28	0.1	233	0.86
1K74	ENST00000397012	261	0.96	28	0.1	233	0.86
1K74	ENST00000396999	272	1	272	1	0	0
1K74	ENST00000406961	9	0.9	0	0	9	0.9
1K74	ENST00000405141	9	0.9	0	0	9	0.9
1K74	ENST00000395856	9	0.9	0	0	9	0.9
1K74	ENST00000348332	9	0.9	0	0	9	0.9
1K74	ENST00000538539	9	0.9	0	0	9	0.9
1K74	ENST00000288599	9	0.9	0	0	9	0.9
1K74	ENST00000406961	15	0.94	0	0	15	0.94
1K74	ENST00000405141	15	0.94	0	0	15	0.94
1K74	ENST00000395856	15	0.94	0	0	15	0.94
1K74	ENST00000348332	15	0.94	0	0	15	0.94
1K74	ENST00000538539	15	0.94	0	0	15	0.94
1K74	ENST00000288599	15	0.94	0	0	15	0.94
3JW8	ENST00000434178	270	0.96	2	0.01	268	0.95
3JW8	ENST00000453507	127	0.45	21	0.07	106	0.38
3JW8	ENST00000398104	270	0.96	2	0.01	268	0.95
3JW8	ENST00000434178	258	0.96	2	0.01	256	0.95
3JW8	ENST00000453507	127	0.47	21	0.08	106	0.39
3JW8	ENST00000398104	258	0.96	2	0.01	256	0.95
3JW0	ENST00000511725	144	0.99	29	0.2	115	0.79
3JW0	ENST00000398733	3	0.02	0	0	3	0.02
3JW0	ENST00000398734	3	0.02	0	0	3	0.02
3JW0	ENST00000505548	144	0.99	29	0.2	115	0.79
3JW0	ENST00000253815	144	0.99	29	0.2	115	0.79
3JW0	ENST00000511725	144	0.99	29	0.2	115	0.79
3JW0	ENST00000398733	3	0.02	0	0	3	0.02
3JW0	ENST00000398734	3	0.02	0	0	3	0.02
3JW0	ENST00000505548	144	0.99	29	0.2	115	0.79
3JW0	ENST00000253815	144	0.99	29	0.2	115	0.79
3JW0	ENST00000356462	354	0.94	59	0.16	295	0.79
3JW0	ENST00000400345	1	0	0	0	1	0
3JW0	ENST00000382850	353	0.94	15	0.04	338	0.9
3JW0	ENST00000256830	360	0.96	99	0.26	261	0.7
3JW0	ENST00000435432	360	0.96	136	0.36	224	0.6
3JW0	ENST00000357895	360	0.96	3	0.01	357	0.95
3JW0	ENST00000456173	360	0.96	136	0.36	224	0.6
3JW0	ENST00000431212	362	0.97	116	0.31	246	0.66
3JW0	ENST00000456986	362	0.97	116	0.31	246	0.66
3JW0	ENST00000356462	353	0.94	58	0.16	295	0.79
3JW0	ENST00000400345	1	0	0	0	1	0
3JW0	ENST00000382850	352	0.94	14	0.04	338	0.9
3JW0	ENST00000256830	359	0.96	98	0.26	261	0.7
3JW0	ENST00000435432	359	0.96	135	0.36	224	0.6
3JW0	ENST00000357895	359	0.96	2	0.01	357	0.95
3JW0	ENST00000456173	359	0.96	135	0.36	224	0.6
3JW0	ENST00000431212	361	0.97	115	0.31	246	0.66
3JW0	ENST00000456986	361	0.97	115	0.31	246	0.66
3JWE	ENST00000434178	259	0.96	2	0.01	257	0.95
3JWE	ENST00000453507	121	0.45	22	0.08	99	0.37
3JWE	ENST00000398104	259	0.96	2	0.01	257	0.95
3JWE	ENST00000434178	266	0.96	2	0.01	264	0.95
3JWE	ENST00000453507	129	0.46	22	0.08	107	0.38
3JWE	ENST00000398104	266	0.96	2	0.01	264	0.95
3JWR	NULL	1	NULL	NULL	NULL	NULL	NULL
3JWQ	NULL	1	NULL	NULL	NULL	NULL	NULL
3TU1	ENST00000462284	88	0.95	0	0	88	0.95
3TU1	ENST00000299252	52	0.56	0	0	52	0.56
3TU1	ENST00000360430	80	0.86	0	0	80	0.86
3TU1	ENST00000393413	80	0.86	0	0	80	0.86
3TU1	ENST00000348801	86	0.92	0	0	86	0.92
3TU1	ENST00000356290	52	0.56	0	0	52	0.56
3TU1	ENST00000540827	80	0.86	0	0	80	0.86
3TU1	ENST00000428863	78	0.84	0	0	78	0.84
3TU1	ENST00000393412	80	0.86	0	0	80	0.86
1OV3	ENST00000289473	1	0.01	0	0	1	0.01
1OV3	ENST00000573351	1	0.01	0	0	1	0.01
1OV3	ENST00000289473	1	0.01	0	0	1	0.01
1OV3	ENST00000573351	1	0.01	0	0	1	0.01
1OV4	ENST00000222002	252	0.94	0	0	252	0.94
3CW1	ENST00000215829	1	0.01	0	0	1	0.01
3CW1	ENST00000404603	1	0.01	0	0	1	0.01
3CW1	ENST00000391932	84	0.95	6	0.07	78	0.89
3CW1	ENST00000401730	20	0.17	14	0.12	6	0.05
3CW1	ENST00000244520	1	0.02	0	0	1	0.02
3CW1	ENST00000374017	55	0.96	0	0	55	0.96
3CW1	ENST00000215829	1	0.01	0	0	1	0.01
3CW1	ENST00000404603	1	0.01	0	0	1	0.01
3CW1	ENST00000391932	82	0.95	4	0.05	78	0.91
3CW1	ENST00000401730	20	0.17	14	0.12	6	0.05
3CW1	ENST00000244520	1	0.02	0	0	1	0.02
3CW1	ENST00000374017	55	0.95	0	0	55	0.95
3CW1	ENST00000215829	1	0.01	0	0	1	0.01
3CW1	ENST00000404603	1	0.01	0	0	1	0.01
3CW1	ENST00000381342	20	0.32	0	0	20	0.32
3CW1	ENST00000438552	20	0.32	0	0	20	0.32
3CW1	ENST00000391932	85	0.96	6	0.07	79	0.89
3CW1	ENST00000401730	20	0.17	14	0.12	6	0.05
3CW1	ENST00000244520	1	0.02	0	0	1	0.02
3CW1	ENST00000374017	52	0.96	0	0	52	0.96
3CW1	ENST00000215829	1	0.01	0	0	1	0.01
3CW1	ENST00000404603	1	0.01	0	0	1	0.01
3CW1	ENST00000391932	81	0.95	5	0.06	76	0.89
3CW1	ENST00000401730	20	0.17	14	0.12	6	0.05
3CW1	ENST00000244520	1	0.02	0	0	1	0.02
3CW1	ENST00000374017	55	0.95	0	0	55	0.95
3CWM	ENST00000489769	111	0.3	111	0.3	0	0
3CWM	ENST00000402629	62	0.17	58	0.16	4	0.01
1OVE	ENST00000229795	15	0.04	0	0	15	0.04
1OVE	ENST00000229794	1	0	0	0	1	0
1OVE	ENST00000310795	99	0.28	45	0.13	54	0.15
3CWD	ENST00000397010	246	0.96	28	0.11	218	0.85
3CWD	ENST00000309576	246	0.96	28	0.11	218	0.85
3CWD	ENST00000397015	246	0.96	28	0.11	218	0.85
3CWD	ENST00000397012	246	0.96	28	0.11	218	0.85
3CWD	ENST00000396999	257	1	257	1	0	0
3CWD	ENST00000397010	249	0.96	27	0.1	222	0.85
3CWD	ENST00000309576	249	0.96	27	0.1	222	0.85
3CWD	ENST00000397015	249	0.96	27	0.1	222	0.85
3CWD	ENST00000397012	249	0.96	27	0.1	222	0.85
3CWD	ENST00000396999	260	1	260	1	0	0
1OVZ	ENST00000391726	179	0.94	37	0.19	142	0.75
1OVZ	ENST00000391725	20	0.11	0	0	20	0.11
1OVZ	ENST00000345937	93	0.49	25	0.13	68	0.36
1OVZ	ENST00000353758	182	0.96	38	0.2	144	0.76
1OVZ	ENST00000359272	179	0.94	0	0	179	0.94
1OVZ	ENST00000391723	179	0.94	7	0.04	172	0.91
1OVZ	ENST00000391724	180	0.95	0	0	180	0.95
1OVZ	ENST00000576568	1	0.01	0	0	1	0.01
1OVZ	ENST00000576451	182	0.96	38	0.2	144	0.76
1OVZ	ENST00000571746	179	0.94	37	0.19	142	0.75
1OVZ	ENST00000573433	20	0.11	0	0	20	0.11
1OVZ	ENST00000574058	93	0.49	25	0.13	68	0.36
1OVZ	ENST00000574238	182	0.96	38	0.2	144	0.76
1OVZ	ENST00000575074	179	0.94	0	0	179	0.94
1OVZ	ENST00000573273	179	0.94	7	0.04	172	0.91
1OVZ	ENST00000574738	180	0.95	0	0	180	0.95
1OVZ	ENST00000391726	172	0.95	35	0.19	137	0.76
1OVZ	ENST00000391725	19	0.1	0	0	19	0.1
1OVZ	ENST00000345937	81	0.45	23	0.13	58	0.32
1OVZ	ENST00000353758	173	0.96	36	0.2	137	0.76
1OVZ	ENST00000359272	170	0.94	0	0	170	0.94
1OVZ	ENST00000391723	170	0.94	5	0.03	165	0.91
1OVZ	ENST00000391724	171	0.94	0	0	171	0.94
1OVZ	ENST00000576568	1	0.01	0	0	1	0.01
1OVZ	ENST00000576451	173	0.96	36	0.2	137	0.76
1OVZ	ENST00000571746	172	0.95	35	0.19	137	0.76
1OVZ	ENST00000573433	19	0.1	0	0	19	0.1
1OVZ	ENST00000574058	81	0.45	23	0.13	58	0.32
1OVZ	ENST00000574238	173	0.96	36	0.2	137	0.76
1OVZ	ENST00000575074	170	0.94	0	0	170	0.94
1OVZ	ENST00000573273	170	0.94	5	0.03	165	0.91
1OVZ	ENST00000574738	171	0.94	0	0	171	0.94
4HN6	ENST00000504572	35	0.49	0	0	35	0.49
4HN6	ENST00000394466	35	0.49	0	0	35	0.49
4HN6	ENST00000231509	35	0.49	0	0	35	0.49
4HN6	ENST00000424646	63	0.88	0	0	63	0.88
4HN6	ENST00000504572	35	0.49	0	0	35	0.49
4HN6	ENST00000394466	35	0.49	0	0	35	0.49
4HN6	ENST00000231509	35	0.49	0	0	35	0.49
4HN6	ENST00000424646	63	0.88	0	0	63	0.88
1ZD1	ENST00000422525	35	0.14	24	0.1	11	0.04
1ZD1	ENST00000249130	35	0.14	24	0.1	11	0.04
1ZD1	ENST00000422525	35	0.14	24	0.1	11	0.04
1ZD1	ENST00000249130	35	0.14	24	0.1	11	0.04
1ZD3	ENST00000521400	301	0.55	0	0	301	0.55
1ZD2	ENST00000521400	301	0.55	0	0	301	0.55
1ZD5	ENST00000521400	301	0.55	0	0	301	0.55
1ZD4	ENST00000521400	301	0.55	0	0	301	0.55
1ZDT	ENST00000373588	2	0.01	0	0	2	0.01
1ZDT	ENST00000373588	2	0.01	0	0	2	0.01
2L0Y	ENST00000295767	59	0.98	0	0	59	0.98
2L0Y	ENST00000396914	1	0.02	0	0	1	0.02
2L0S	ENST00000308192	79	0.95	0	0	79	0.95
1A4Y	ENST00000534797	430	0.93	0	0	430	0.93
1A4Y	ENST00000397615	430	0.93	0	0	430	0.93
1A4Y	ENST00000397604	430	0.93	0	0	430	0.93
1A4Y	ENST00000533410	430	0.93	0	0	430	0.93
1A4Y	ENST00000438658	430	0.93	0	0	430	0.93
1A4Y	ENST00000354420	430	0.93	0	0	430	0.93
1A4Y	ENST00000356187	430	0.93	0	0	430	0.93
1A4Y	ENST00000397614	430	0.93	0	0	430	0.93
1A4Y	ENST00000534797	430	0.93	0	0	430	0.93
1A4Y	ENST00000397615	430	0.93	0	0	430	0.93
1A4Y	ENST00000397604	430	0.93	0	0	430	0.93
1A4Y	ENST00000533410	430	0.93	0	0	430	0.93
1A4Y	ENST00000438658	430	0.93	0	0	430	0.93
1A4Y	ENST00000354420	430	0.93	0	0	430	0.93
1A4Y	ENST00000356187	430	0.93	0	0	430	0.93
1A4Y	ENST00000397614	430	0.93	0	0	430	0.93
2KQP	ENST00000397262	3	0.03	0	0	3	0.03
2KQP	ENST00000250971	3	0.03	0	0	3	0.03
2KQP	ENST00000381330	3	0.03	0	0	3	0.03
2KQQ	ENST00000397262	3	0.1	0	0	3	0.1
2KQQ	ENST00000250971	3	0.1	0	0	3	0.1
2KQQ	ENST00000381330	3	0.1	0	0	3	0.1
4GLY	ENST00000496777	193	0.85	0	0	193	0.85
4GLY	ENST00000372764	193	0.85	0	0	193	0.85
2KQF	ENST00000372008	95	1	95	1	0	0
1.00E+17	ENST00000374259	86	0.96	0	0	86	0.96
1.00E+17	ENST00000341558	81	0.9	0	0	81	0.9
2AO6	ENST00000374690	225	0.93	0	0	225	0.93
2AO6	ENST00000396043	242	1	242	1	0	0
2AO6	ENST00000452400	11	1	0	0	11	1
1KLJ	ENST00000346342	53	0.95	0	0	53	0.95
1KLJ	ENST00000346342	220	0.95	10	0.04	210	0.91
1KLJ	ENST00000375581	199	0.86	0	0	199	0.86
2AOX	ENST00000329366	228	0.79	166	0.58	62	0.22
2AOX	ENST00000280096	246	0.85	241	0.84	5	0.02
2AOX	ENST00000475675	246	0.85	241	0.84	5	0.02
2AOX	ENST00000329366	228	0.79	166	0.58	62	0.22
2AOX	ENST00000280096	246	0.85	241	0.84	5	0.02
2AOX	ENST00000475675	246	0.85	241	0.84	5	0.02
2AOV	ENST00000329366	228	0.79	166	0.58	62	0.22
2AOV	ENST00000280096	246	0.85	241	0.84	5	0.02
2AOV	ENST00000475675	246	0.85	241	0.84	5	0.02
2AOV	ENST00000329366	228	0.79	166	0.58	62	0.22
2AOV	ENST00000280096	246	0.85	241	0.84	5	0.02
2AOV	ENST00000475675	246	0.85	241	0.84	5	0.02
2AOW	ENST00000410115	1	0	0	0	1	0
2AOW	ENST00000329366	228	0.79	166	0.58	62	0.22
2AOW	ENST00000280097	1	0	0	0	1	0
2AOW	ENST00000280096	246	0.85	241	0.84	5	0.02
2AOW	ENST00000475675	246	0.85	241	0.84	5	0.02
2AOW	ENST00000410115	1	0	0	0	1	0
2AOW	ENST00000329366	228	0.79	166	0.58	62	0.22
2AOW	ENST00000280097	1	0	0	0	1	0
2AOW	ENST00000280096	246	0.85	241	0.84	5	0.02
2AOW	ENST00000475675	246	0.85	241	0.84	5	0.02
2AOT	ENST00000329366	226	0.79	164	0.57	62	0.22
2AOT	ENST00000280096	244	0.85	239	0.84	5	0.02
2AOT	ENST00000475675	244	0.85	239	0.84	5	0.02
2AOT	ENST00000329366	226	0.79	165	0.58	61	0.21
2AOT	ENST00000280096	244	0.85	239	0.84	5	0.02
2AOT	ENST00000475675	244	0.85	239	0.84	5	0.02
2AOU	ENST00000329366	226	0.79	164	0.57	62	0.22
2AOU	ENST00000280096	244	0.85	239	0.84	5	0.02
2AOU	ENST00000475675	244	0.85	239	0.84	5	0.02
2AOU	ENST00000329366	227	0.79	166	0.58	61	0.21
2AOU	ENST00000280096	245	0.85	240	0.83	5	0.02
2AOU	ENST00000475675	245	0.85	240	0.83	5	0.02
2AOB	ENST00000392563	86	0.9	0	0	86	0.9
2AOB	ENST00000316615	86	0.9	0	0	86	0.9
2AOB	ENST00000392563	86	0.92	0	0	86	0.92
2AOB	ENST00000316615	86	0.92	0	0	86	0.92
2AOB	ENST00000392563	86	0.9	0	0	86	0.9
2AOB	ENST00000316615	86	0.9	0	0	86	0.9
2AOB	ENST00000392563	86	0.92	0	0	86	0.92
